,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2004/06/24,札幌(地),曇,11,ステイヤーズカップ〔(G),,9,7,8,,6,9,佐々木国,57.0,ダ2400,良,,2:41.3,1.7,,,,,484(-8),,,カミスドリーム,
1,2004/05/27,札幌(地),晴,10,胆振軽種馬農業協同組(OP),,9,2,2,,7,6,佐々木国,57.5,ダ1700,良,,1:51.5,2.5,,,,,492(0),,,ボンジュールカミノ,
2,2004/04/29,札幌(地),晴,11,赤レンガ記念〔H2〕(G),,10,8,9,,6,5,佐々木国,57.0,ダ1700,良,,1:49.6,1.3,,,,,492(0),,,ツギタテヒカリ,10.0
3,2003/10/30,門別,曇,11,道営記念〔H1〕(G),,16,6,11,,5,4,坂下秀樹,56.0,ダ2000,不,,2:06.9,1.4,,,,,492(-2),,,ビックネイチャー,100.0
4,2003/10/16,門別,晴,9,様似町長杯様似アポイ(OP),,9,2,2,,1,5,佐々木国,58.0,ダ1800,良,,1:57.3,0.9,,,,,494(-2),,,エプソムシアター,4.0
5,2003/09/18,旭川,雨,10,ゼンノエルシド賞(OP),,12,6,7,,4,8,佐々木国,58.0,ダ1600,稍,,1:45.1,1.3,,,,,496(+4),,,チェイスチェイス,
6,2003/08/14,旭川,雨,10,ブリーダーズゴールド(G2),,11,6,6,,6,5,佐々木国,56.0,ダ2300,不,,2:33.9,3.2,,,,,492(0),,,イングランディーレ,320.0
7,2003/07/24,旭川,晴,9,五冠神讃特別(OP),,12,8,12,,3,1,佐々木国,57.0,ダ1600,良,,1:45.5,0.0,,,,,492(0),,,(シルバーサーベル),80.0
8,2003/06/26,札幌(地),曇,10,ステイヤーズカップ〔(G),,8,8,8,,2,1,佐々木国,57.0,ダ2400,良,,2:40.4,-0.2,,,,,492(-2),,,(ツギタテヒカリ),500.0
9,2003/06/12,札幌(地),晴,11,小樽特別(OP),,9,8,10,,1,1,佐々木国,55.0,ダ1700,良,,1:50.5,-0.3,,,,,494(-2),,,(プラチナウィンク),80.0
10,2003/05/15,札幌(地),晴,11,美しが丘特別(OP),,12,6,8,,4,3,佐々木国,57.0,ダ1700,良,,1:50.3,0.3,,,,,496(-2),,,ハギノハンター,12.0
11,2003/04/29,札幌(地),曇,7,赤レンガ記念〔H2〕(G),,12,6,8,,5,5,佐々木国,57.0,ダ1700,良,,1:49.3,1.1,,,,,498(-4),,,チェイスチェイス,10.0
12,2003/04/09,門別,曇,8,ステイゴールド賞(OP),,12,8,12,,4,1,佐々木国,56.0,ダ1800,稍,,1:57.2,-0.2,,,,,502(+12),,,(タイクラッシャー),80.0
13,2002/11/21,門別,曇,10,道営記念〔H1〕(G),,13,6,9,,6,4,佐々木国,56.0,ダ2000,重,,2:07.6,1.3,,,,,490(+5),,,クラキングオー,100.0
14,2002/11/04,盛岡,曇,9,JBCクラシック(G1),,14,5,8,,14,8,佐々木国,57.0,ダ2000,良,,2:09.4,3.8,,14-13-14-11,,,485(-5),,,アドマイヤドン,
15,2002/10/16,門別,晴,10,門別沙流川特別(OP),,14,6,10,,3,5,佐々木国,58.0,ダ2000,良,,2:08.9,1.0,,,,,490(0),,,クラキングオー,4.0
16,2002/09/18,門別,晴,10,ウイングアロー賞(OP),,9,3,3,,3,3,藤倉寛幸,56.0,ダ2000,良,,2:09.6,0.6,,,,,490(+4),,,ツギタテヒカリ,12.0
17,2002/08/15,旭川,晴,10,ブリーダーズゴールド(G2),,14,4,5,,11,5,佐々木国,55.0,ダ2300,良,,2:33.2,3.0,,,,,486(-6),,,アルアラン,320.0
18,2002/07/25,旭川,晴,11,ルスツリゾート特別(OP),,8,1,1,,2,3,佐々木国,57.0,ダ2100,稍,,2:20.3,1.1,,,,,492(-2),,,クラキングオー,12.0
19,2002/06/11,札幌(地),曇,10,ステイヤーズカップメ(G),,12,6,8,,2,5,佐々木国,56.0,ダ2400,良,,2:34.6,1.2,,,,,494(+2),,,クラキングオー,25.0
20,2002/05/05,札幌(地),曇,9,赤レンガ記念〔H2〕(G),,8,4,4,,2,2,佐々木国,57.0,ダ1700,良,,1:47.2,0.2,,,,,492(-2),,,チェイスチェイス,40.0
21,2002/04/25,札幌(地),晴,9,トウカイテイオー賞(OP),,7,5,5,,1,2,佐々木国,56.0,ダ1700,稍,,1:46.9,0.0,,,,,494(-2),,,モミジイレブン,16.0
22,2002/04/10,門別,晴,9,門別ファンクラブ1特(OP),,12,3,3,,1,1,佐々木国,57.0,ダ1800,良,,1:55.9,-0.1,,,,,496(+4),,,(ツギタテヒカリ),80.0
23,2001/11/22,門別,晴,10,道営記念(G),,13,6,8,,4,2,佐々木国,56.0,ダ2000,良,,2:08.6,0.4,,,,,492(0),,,チェイスチェイス,450.0
24,2001/10/31,門別,晴,10,日高軽種馬農業協同組(OP),,9,2,2,,1,2,佐々木国,56.0,ダ2000,良,,2:10.2,0.1,,,,,492(-2),,,ヤマノジェネラス,24.0
25,2001/10/04,門別,曇,11,苫小牧特別(OP),,7,3,3,,2,1,佐々木国,58.0,ダ2000,良,,2:09.2,-0.6,,,,,494(+6),,,(トミケンライデン),150.0
26,2001/09/09,2札幌4,曇,11,札幌日経OP(OP),,12,5,5,158.4,11,12,佐々木国,55.0,芝2600,良,,2:45.2,2.9,,12-12-12-12,36.8-36.4,37.5,488(-2),,,ファイトコマンダー,
27,2001/08/16,旭川,晴,10,ブリーダーズゴールド(G2),,10,8,10,,10,4,佐々木国,55.0,ダ2300,良,,2:31.8,2.3,,,,,490(+4),,,ウイングアロー,600.0
28,2001/07/25,旭川,雨,11,ネプチューン特別(OP),,8,2,2,,3,2,佐々木国,57.0,ダ1600,稍,,1:40.7,0.2,,,,,486(-2),,,ヒットパーク,30.0
29,2001/06/28,旭川,晴,11,カシオペア特別(OP),,9,1,1,,2,3,佐々木国,56.0,ダ1600,良,,1:43.2,0.7,,,,,488(+4),,,モミジイレブン,22.5
30,2001/05/30,札幌(地),晴,7,うらかわ優駿ビレッジ(OP),,8,4,4,,3,1,佐々木国,55.0,ダ1700,良,,1:46.9,-0.1,,,,,484(-2),,,(ニッシンソブリン),150.0
31,2000/09/02,4中山7,晴,5,障害4歳以上OP,,10,5,5,3.6,1,6,田中剛,60.0,障3200,良,,3:39.5,3.8,,9-9-8-8,107.0-40.7,13.7,486(0),,,ミナミノゴージャス,
32,2000/07/23,2福島4,晴,5,障害4歳以上未勝利,,8,8,8,2.4,2,1,田中剛,60.0,障2750,良,,3:03.2,-0.3,,3-3-3-2,107.0-39.5,13.3,486(-4),,,(ボンフェム),950.0
33,2000/06/25,4東京4,小雨,5,障害4歳以上未勝利,,12,4,4,10.7,4,3,田中剛,60.0,障2950,不,,3:23.4,2.9,,9-7-8-8,109.0-39.4,13.8,490(-10),,,ゼネラルパートナー,240.0
34,2000/04/30,2東京4,曇,10,丹沢S(1600万下),,16,7,13,37.0,12,10,田面木博,56.0,ダ2100,良,,2:11.9,2.4,,11-13-10-10,29.8-37.5,38.5,500(-8),,,メジロアトラス,
35,2000/04/01,3中山3,晴,11,韓国馬事会杯(1600万下),,16,5,9,186.3,15,9,田中勝春,54.0,ダ1800,良,,1:53.6,1.6,,12-13-15-10,37.1-37.9,38.3,508(-4),,,トシザミカ,
36,1999/12/18,5中山5,曇,11,師走S(1600万下),,16,5,9,166.7,13,15,田中剛,56.0,ダ1200,良,,1:12.5,1.4,,16-16,33.8-37.3,36.6,512(-6),,,グラスグラード,
37,1999/03/07,2中山4,雨,10,アクアマリンS(1600万下),,16,8,16,15.4,6,8,岡部幸雄,56.0,ダ1800,良,,1:53.3,1.2,,15-15-15-14,36.7-37.8,37.8,518(0),,,アルファーリバー,
38,1999/02/14,1東京6,晴,10,テレビ山梨杯(1600万下),,16,4,7,15.0,4,13,後藤浩輝,56.0,ダ1600,良,,1:38.4,1.6,,13-12,34.9-37.0,37.3,518(-6),,,サンデーパラダイス,
