,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2019/07/15,盛岡,晴,12,文月特別,,11,2,2,1.5,1.0,1,山本聡哉,56.0,ダ1600,良,**,1:38.4,-1.4,**,6-1,0.0-38.2,37.0,484(-7),,,(ハイパーチャージ),75.0
1,2019/05/22,大井,晴,11,大井記念競走(G),,16,5,9,293.9,15.0,14,和田譲治,57.0,ダ2000,重,**,2:09.8,4.8,**,8-8-8-8,36.2-38.7,42.4,491(+7),,,モジアナフレイバー,
2,2019/04/09,大井,晴,11,ブリリアントカップ競(G),,16,3,5,159.9,12.0,15,服部茂史,57.0,ダ1800,良,**,1:56.7,2.8,**,15-15-15-15,37.8-37.6,38.9,484(-7),,,キャプテンキング,
3,2019/02/06,大井,曇,11,金盃競走(G),,15,5,9,208.5,13.0,5,瀧川寿希,56.0,ダ2600,重,**,2:50.3,0.5,**,10-10-7-6,37.4-40.9,40.3,491(-1),,,サウンドトゥルー,110.0
4,2018/12/25,大井,晴,7,金盃トライアル競走(OP),,15,4,7,47.8,11.0,11,服部茂史,57.0,ダ2600,稍,**,2:54.2,3.0,**,12-11-13-13,39.1-38.8,40.5,492(+10),,,ガヤルド,
5,2018/03/29,名古屋,晴,11,名古屋大賞典(G3),,10,3,3,,,取,吉原寛人,54.0,ダ1900,良,**,,,**,,0.0-36.7,,計不,,,サンライズソア,
6,2018/02/21,大井,曇,11,金盃競走(G),,16,3,6,5.8,3.0,5,柏木健宏,56.0,ダ2600,良,**,2:51.4,1.1,**,10-10-8-9,38.8-39.9,40.2,482(+4),,,クラージュドール,110.0
7,2018/01/22,大井,雪,11,金盃トライアル競走(OP),,0,6,9,,,,森泰斗,57.0,ダ2400,重,**,,,**,,,,488(+10),,,,
8,2017/10/22,4東京7,雨,11,ブラジルC(OP),,16,8,16,23.2,8.0,12,野中悠太,55.0,ダ2100,不,**,2:10.4,2.3,**,7-8-8-9,30.7-37.4,38.9,478(-4),,,メイショウウタゲ,
9,2017/09/17,4中山4,雨,11,ラジオ日本賞(OP),,16,3,6,37.5,10.0,10,中谷雄太,56.0,ダ1800,不,**,1:52.1,1.1,**,12-12-3-4,36.5-37.8,38.8,482(+8),,,センチュリオン,
