,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2005/05/03,札幌(地),晴,10,タヤスツヨシ賞(OP),,11,6,7,,7,中,井上俊彦,56.0,ダ1700,良,,,,,,,,534(-10),,,ビコーアファイア,
1,2005/04/20,札幌(地),曇,10,ミラクルアドマイヤ賞(OP),,11,5,5,,9,11,井上俊彦,55.0,ダ1700,良,,1:53.2,4.3,,10-9-11-11,,,544(+20),,,バンケーティング,
2,2004/11/11,門別,曇,10,道営記念〔H1〕(G),,15,7,14,,9,5,井上俊彦,56.0,ダ2000,稍,,2:13.2,1.4,,,,,524(0),,,テイエムアラシ,50.0
3,2004/10/14,門別,晴,11,瑞穂賞〔H2〕(G),,12,5,6,,2,3,井上俊彦,57.5,ダ1800,良,,1:58.8,0.6,,,,,524(+8),,,スローンフォル,30.0
4,2004/09/30,旭川,曇,11,バブルガムフェロー賞(OP),,10,7,8,,2,2,井上俊彦,57.0,ダ1600,稍,,1:43.8,0.3,,,,,516(-8),,,ビックネイチャー,16.0
5,2004/09/16,旭川,晴,12,日高獣医師会特別(OP),,12,5,5,,3,1,井上俊彦,57.0,ダ1600,稍,,1:43.0,0.0,,,,,524(+2),,,(サンデーカロ),80.0
6,2004/09/02,旭川,曇,12,天の川特別(OP),,12,8,12,,4,1,井上俊彦,56.0,ダ1600,良,,1:43.8,-0.1,,,,,522(-2),,,(イルラーゴ),80.0
7,2004/08/18,旭川,曇,12,カシオペア特別(OP),,11,4,4,,4,2,井上俊彦,56.0,ダ1600,良,,1:44.9,0.0,,,,,524(+6),,,サンデーカロ,16.0
8,2004/08/05,旭川,曇,12,ガーネットスター特別(OP),,7,4,4,,4,3,井上俊彦,56.0,ダ1600,良,,1:45.4,1.3,,,,,518(-6),,,トニーファイヤー,12.0
9,2004/07/21,旭川,曇,12,プロキオン特別(OP),,12,1,1,,9,4,桜井拓章,56.0,ダ1500,良,,1:37.8,0.5,,,,,524(-18),,,スローンフォル,8.0
