,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/06/28,大井,曇,11,帝王賞競走(G1),,12,4,4,3.9,2,1,濱中俊,57,ダ2000,良,**,2:01.9,0.0,**,9-9-8-7,35.1-36.8,36.4,502(-3),,,(クラウンプライド),8000.0
1,2023/05/04,船橋,晴,11,かしわ記念(G1),,13,2,2,3.2,2,1,濱中俊,57,ダ1600,良,**,1:39.3,-0.1,**,9-10-9-7,36.7-37.5,37.2,505(-3),,,(タガノビューティー),8000.0
2,2023/02/19,1東京8,晴,11,フェブラリーS(G1),,16,3,6,10.7,4,3,浜中俊,58,ダ1600,良,**,1:36.2,0.6,**,16-16,34.6-36.5,35.8,508(+6),,,レモンポップ,3048.6
3,2022/12/29,大井,晴,9,東京大賞典競走(G1),,14,4,5,2.3,1,3,濱中俊,57,ダ2000,良,**,2:05.8,0.8,**,8-7-6-5,37.3-37.9,38.2,502(-2),,,ウシュバテソーロ,2000.0
4,2022/11/03,盛岡,小雨,12,JBCクラシック(G1),,15,4,6,5.7,3,5,濱中俊,57,ダ2000,良,**,2:03.3,1.2,**,9-9-7-7,0.0-36.4,36.7,504(+4),,,テーオーケインズ,500.0
5,2022/06/29,大井,晴,11,帝王賞競走(G1),,9,8,9,19.2,5,1,濱中俊,57,ダ2000,良,**,2:03.3,0.0,**,4-5-5-4,36.2-37.4,37.0,500(-6),,,(チュウワウィザード),8000.0
6,2022/05/21,3中京5,曇,11,平安S(G3),,16,3,5,7.0,3,3,浜中俊,57,ダ1900,良,**,1:57.8,0.8,**,9-8-7-8,29.4-36.2,36.4,506(+14),,,テーオーケインズ,958.1
7,2022/03/27,3中山2,曇,11,マーチS(G3),,16,6,12,5.8,2,1,浜中俊,57,ダ1800,重,**,1:50.2,-0.1,**,14-14-11-8,35.9-37.2,36.5,492(-16),,,(ケンシンコウ),3857.4
8,2021/12/05,6中京2,曇,11,チャンピオンズC(G1),,16,8,15,24.8,10,7,浜中俊,57,ダ1800,良,**,1:51.1,1.4,**,11-12-11-8,36.5-36.0,36.6,508(-2),,,テーオーケインズ,
9,2021/11/07,5阪神2,晴,11,みやこS(G3),,16,2,3,13.0,5,1,浜中俊,56,ダ1800,良,**,1:50.8,0.0,**,10-10-9-9,37.5-36.8,36.1,510(+2),,,(ロードブレス),3856.0
10,2021/10/16,4阪神3,曇,11,太秦S(OP),,16,3,6,11.7,8,2,岩田康誠,56,ダ1800,良,**,1:51.3,0.0,**,9-7-7-9,36.5-38.0,37.4,508(+8),,,ライトウォーリア,889.8
11,2021/07/17,1福島5,晴,11,ジュライS(L),,15,2,2,5.6,2,2,田辺裕信,56,ダ1700,良,**,1:44.8,0.8,**,14-14-12-12,29.1-37.8,37.1,500(-6),,,ケンシンコウ,929.4
12,2021/05/30,2東京12,晴,9,薫風S(3勝クラス),,16,6,12,15.9,5,1,横山和生,57,ダ1600,良,**,1:36.8,-0.2,**,8-8,34.9-37.4,36.2,506(+2),,,(バンブトンハート),1857.1
13,2021/05/02,2阪神12,小雨,12,天満橋S(3勝クラス),,16,2,4,16.3,8,10,松若風馬,55,ダ1400,稍,**,1:24.7,0.8,**,12-11,34.4-37.5,36.5,504(0),,,スズカフェスタ,
14,2021/01/23,1小倉3,雨,11,小倉城特別(2勝クラス),,16,8,16,10.0,5,1,西村淳也,56,ダ1700,重,**,1:43.6,-0.1,**,13-13-10-9,30.0-37.0,36.3,504(+2),,,(メイショウヨカゼ),1537.1
15,2020/10/17,4京都3,雨,7,3歳以上1勝クラス,,16,2,3,5.1,2,1,藤岡康太,55,ダ1400,重,**,1:23.3,0.0,**,10-10,35.0-36.5,35.9,502(+2),,,(ティートラップ),760.0
16,2020/09/26,2中京6,曇,7,3歳以上1勝クラス,,14,4,6,2.6,1,4,菱田裕二,55,ダ1400,稍,**,1:24.6,0.9,**,14-13,34.4-37.4,36.7,500(-2),,,サンライズラポール,110.0
17,2020/09/06,2小倉8,雨,12,3歳以上1勝クラス,,15,4,7,6.1,3,5,酒井学,54,ダ1700,重,**,1:44.3,1.1,**,10-10-9-9,30.1-35.7,36.2,502(+6),,,スマートアリエル,76.0
18,2020/08/23,2小倉4,晴,8,3歳以上1勝クラス,,16,3,6,19.2,7,3,菱田裕二,54,ダ1700,重,**,1:43.8,0.2,**,16-16-12-8,29.1-37.4,36.5,496(-4),,,リリーミニスター,190.0
19,2020/05/16,3京都7,雨,6,3歳1勝クラス,,16,3,5,52.5,11,10,松若風馬,56,ダ1800,重,**,1:51.5,1.2,**,16-16-16-15,37.0-36.0,35.7,500(+6),,,サンライズホープ,
20,2020/04/18,1福島3,雨,3,3歳未勝利,,15,2,2,2.1,1,1,菱田裕二,56,ダ1700,稍,**,1:49.2,-0.3,**,11-11-6-3,30.9-39.1,38.5,494(-8),,,(リュウグウハヤブサ),510.0
21,2020/04/05,2阪神4,晴,2,3歳未勝利,,16,7,13,50.2,11,5,菱田裕二,56,ダ1400,良,**,1:25.9,0.8,**,14-13,35.0-37.9,36.8,502(0),,,ワイドカント,51.0
