,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/04/25,金沢,曇,6,わたあめさんしろーは,,9,8,8,39.9,5.0,9.0,池田敦,56,ダ1400,良,**,1:34.5,5.0,**,8-8-6-8,0.0-38.3,41.6,468(0),,,ヒロノランマン,
1,2023/04/11,金沢,晴,7,C25,,8,4,4,72.2,7.0,5.0,池田敦,56,ダ1500,良,**,1:39.3,1.1,**,7-7-7-7,0.0-40.1,38.3,468(-7),,,カトリーヌエミュー,4.0
2,2023/03/25,金沢,曇,1,晃太朗くん1才誕生日,,7,2,2,44.3,5.0,4.0,池田敦,56,ダ1400,重,**,1:34.2,1.2,**,5-5-5-5,0.0-39.2,39.3,475(-1),,,オッカナイ,4.8
3,2023/03/12,金沢,晴,3,がんばれ!新潟の酪農,,10,5,5,76.1,9.0,6.0,青柳正義,56,ダ1400,稍,**,1:33.8,2.0,**,10-10-10-9,0.0-39.6,40.3,476(-5),,,ウラカワノオト,
4,2022/12/25,金沢,,2,居酒屋木場くぼ☆久保,,0,6,6,,,,中島龍也,56,ダ1400,,,,,,,,,計不,,,,
5,2022/12/24,金沢,,2,居酒屋木場くぼ☆久保,,0,6,6,,,,中島龍也,56,ダ1400,,,,,,,,,計不,,,,
6,2022/12/11,金沢,雨,1,堀田和広☆今年もお世,,10,8,10,11.1,4.0,6.0,藤田弘治,56,ダ1400,不,**,1:32.8,1.7,**,8-7-8-7,0.0-38.9,39.2,481(+2),,,カカンクオン,
7,2022/11/29,金沢,雨,5,C16,,9,8,8,8.7,5.0,7.0,藤田弘治,56,ダ1500,良,**,1:38.8,1.1,**,8-8-5-7,0.0-40.1,39.2,479(+2),,,スイートティアラ,
8,2022/11/15,金沢,晴,7,持田杏奈☆就職記念,,11,7,9,18.1,2.0,4.0,青柳正義,56,ダ1500,稍,**,1:38.7,1.9,**,7-8-5-4,0.0-39.1,39.6,477(-2),,,デルマゴモリー,4.4
9,2022/10/18,金沢,曇,6,有限会社持田商事の持,,9,7,7,8.1,4.0,2.0,池田敦,56,ダ1500,稍,**,1:38.5,0.4,**,3-3-3-4,0.0-39.2,39.5,479(0),,,エクセルレジェンド,11.8
10,2022/10/04,金沢,曇,5,雅也麻代2周年記念,,11,6,7,43.4,6.0,3.0,池田敦,56,ダ1400,良,**,1:32.4,1.0,**,10-9-8-6,0.0-40.1,38.3,479(+3),,,タマモトレゾール,5.9
11,2022/09/19,金沢,曇,7,祝!敬老の日敬馬賞,,9,6,6,4.0,2.0,2.0,池田敦,55,ダ1400,良,**,1:32.4,0.5,**,5-5-2-3,0.0-38.7,38.7,476(-3),,,ゴールドスピアー,19.2
12,2022/09/04,金沢,晴,3,しほ&ゆめ&ゆいとの,,7,6,6,20.5,3.0,4.0,池田敦,56,ダ1400,良,**,1:32.8,1.2,**,6-6-6-6,0.0-39.1,38.8,479(-4),,,プリモプレミオ,4.2
13,2022/08/21,金沢,晴,4,耕輔&由紀恵結婚55,,8,1,1,19.0,5.0,3.0,池田敦,56,ダ1500,重,**,1:39.5,0.2,**,7-7-6-6,0.0-41.4,39.6,483(0),,,ターンバック,5.6
14,2022/07/24,金沢,晴,4,祝5年目突入ショコ壱,,9,3,3,6.1,4.0,7.0,池田敦,56,ダ1500,稍,**,1:39.4,1.0,**,9-8-6-8,0.0-40.3,39.8,483(+15),,,フクノレジーナ,
15,2022/06/14,金沢,雨,8,C22　特別編成,,10,7,8,5.7,3.0,6.0,池田敦,56,ダ1500,良,**,1:38.8,1.6,**,7-7-6-7,0.0-39.8,39.6,468(-2),,,ジンフィーズ,
16,2022/05/31,金沢,曇,6,C22,,10,5,5,2.0,1.0,4.0,池田敦,56,ダ1500,良,**,1:39.1,0.7,**,9-9-9-9,0.0-40.6,39.2,470(-3),,,スウィートイレブン,4.2
17,2022/05/17,金沢,曇,5,C23,,8,5,5,4.0,2.0,2.0,池田敦,56,ダ1400,稍,**,1:31.9,0.4,**,7-7-3-3,0.0-38.8,38.7,473(-2),,,ビービーディーン,11.2
18,2022/05/04,金沢,晴,4,光輝燦然。西本事務長,,7,3,3,15.0,4.0,3.0,池田敦,56,ダ1400,良,**,1:31.2,0.9,**,6-6-5-6,0.0-38.8,38.7,475(+1),,,ダンスインザスノー,5.6
