,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2016/12/06,船橋,晴,11,総の国OP(OP),,13,4,4,9.5,5,中,中野省吾,58,ダ1600,稍,**,,,**,4-4,37.4-41.4,,539(+10),,,ミッキーヘネシー,
1,2016/10/10,盛岡,曇,11,マイルチャンピオンシ(G1),,13,2,2,429.6,9,9,関本淳,57,ダ1600,稍,**,1:37.2,3.7,**,9-8,,38.1,529(+1),,,コパノリッキー,
2,2016/09/15,浦和,曇,11,テレ玉杯オーバルスプ(G3),,12,8,11,352.4,10,9,服部茂史,55,ダ1400,重,**,1:28.4,2.6,**,11-11-11-11,35.3-38.1,38.3,528(+2),,,レーザーバレット,
3,2016/08/14,1札幌6,晴,11,エルムS(G3),,12,1,1,101.3,11,9,服部茂史,56,ダ1700,良,**,1:45.2,1.7,**,9-9-11-8,30.3-36.3,37.0,526(+3),,,リッカルド,
4,2016/07/18,盛岡,曇,9,マーキュリーC(G3),,14,4,5,27.7,7,10,服部茂史,55,ダ2000,良,**,2:04.6,2.2,**,11-12-10-10,,37.0,523(-5),,,ストロングサウザー,
5,2016/06/29,大井,曇,11,帝王賞競走(G1),,12,8,11,171.5,10,7,服部茂史,57,ダ2000,不,**,2:07.9,4.4,**,7-8-8-7,36.0-36.1,39.8,528(-10),,,コパノリッキー,
6,2016/05/25,門別,晴,12,赤レンガ記念〔H3〕(G),,10,7,8,2.8,3,9,服部茂史,57,ダ2000,良,**,2:12.5,3.7,**,1-1-2-3,,44.5,538(-2),,,オヤコダカ,
7,2016/04/28,門別,雨,9,コスモバルク記念〔H(G),,10,7,8,1.3,1,5,岩橋勇二,58,ダ1800,良,**,1:57.2,2.3,**,5-5-4-3,,42.0,540(+10),,,ウルトラカイザー,12.5
8,2015/12/29,大井,晴,10,東京大賞典競走(G1),,14,1,1,19.2,5,5,秋山真一,57,ダ2000,良,**,2:04.6,1.6,**,9-9-8-7,36.7-37.8,38.3,530(+2),,,サウンドトゥルー,400.0
9,2015/12/06,4中京2,曇,11,チャンピオンズC(G1),,16,3,6,19.8,7,9,秋山真一,57,ダ1800,良,**,1:51.4,1.0,**,11-12-10-9,35.5-37.9,38.2,528(+2),,,サンビスタ,
10,2015/10/03,4阪神8,晴,11,シリウスS(G3),,12,3,3,4.0,2,3,Ｍ．デム,58,ダ2000,稍,**,2:05.1,0.5,**,12-12-11-11,35.4-37.6,36.7,526(+2),,,アウォーディー,886.6
11,2015/05/23,3京都9,曇,11,平安S(G3),,16,2,3,4.4,2,4,Ｍ．デム,56,ダ1900,良,**,1:55.5,0.4,**,8-10-8-6,29.4-36.7,36.3,524(-4),,,インカンテーション,530.0
12,2015/04/18,2阪神7,晴,11,アンタレスS(G3),,16,2,4,5.3,2,3,Ｍ．デム,57,ダ1800,良,**,1:49.7,0.1,**,10-10-7-7,36.3-37.4,36.9,528(-4),,,クリノスターオー,888.2
13,2015/01/25,1中京4,晴,11,東海テレビ杯東海S(G2),,14,5,8,2.8,2,11,小牧太,56,ダ1800,良,**,1:52.6,1.7,**,3-3-3-3,36.7-37.5,39.0,532(+4),,,コパノリッキー,
14,2014/12/07,4中京2,晴,11,チャンピオンズC(G1),,16,2,4,20.7,8,2,小牧太,57,ダ1800,良,**,1:51.1,0.1,**,5-5-4-4,37.5-36.5,36.3,528(+6),,,ホッコータルマエ,3897.2
15,2014/11/09,5京都2,曇,11,みやこS(G3),,16,5,10,7.0,4,3,小牧太,57,ダ1800,良,**,1:50.3,0.1,**,7-7-3-2,36.2-36.7,36.5,522(+12),,,インカンテーション,938.6
16,2014/10/04,4阪神7,曇,11,シリウスS(G3),,14,6,10,5.8,3,2,小牧太,58,ダ2000,良,**,2:03.9,0.1,**,4-5-2-2,36.4-35.8,35.6,510(-16),,,クリノスターオー,1416.8
17,2014/05/24,3京都9,晴,11,平安S(G3),,16,2,3,2.2,1,5,小牧太,57,ダ1900,良,**,1:56.9,0.3,**,10-10-4-4,29.5-36.5,36.4,526(+2),,,クリノスターオー,350.0
18,2014/04/19,2阪神7,晴,11,アンタレスS(G3),,16,5,10,4.0,2,1,小牧太,56,ダ1800,良,**,1:51.5,0.0,**,9-10-8-2,36.8-37.0,36.3,524(-6),,,(トウショウフリーク),3560.9
19,2014/03/09,1阪神4,晴,10,仁川S(OP),,14,4,6,1.8,1,1,小牧太,56,ダ2000,良,**,2:03.6,-0.7,**,4-4-3-2,35.7-37.2,37.0,530(+8),,,(ドコフクカゼ),2035.0
20,2014/01/12,1中山4,晴,11,ポルックスS(OP),,16,6,12,3.2,1,3,秋山真一,56,ダ1800,重,**,1:50.9,0.0,**,4-6-4-2,36.1-37.5,37.1,522(-2),,,ソロル,505.2
21,2013/12/15,5阪神6,晴,11,ベテルギウスS(OP),,11,7,8,8.4,5,1,秋山真一,55,ダ2000,良,**,2:04.6,-0.3,**,4-4-5-4,36.2-37.1,36.5,524(+12),,,(ソロル),2031.5
22,2013/10/20,4東京7,雨,11,ブラジルC(OP),,15,8,15,4.5,3,4,石橋脩,56,ダ2100,不,**,2:09.3,1.0,**,4-3-3-3,30.9-35.9,36.7,512(+10),,,ベルシャザール,300.0
23,2013/09/15,4中山4,晴,11,ラジオ日本賞(OP),,16,8,16,17.3,6,4,秋山真一,55,ダ1800,不,**,1:50.8,0.8,**,3-3-2-1,36.1-36.7,37.4,502(-6),,,グラッツィア,300.0
24,2012/11/11,5東京4,小雨,11,東京中日S杯武蔵野S(G3),,16,1,1,6.2,2,15,和田竜二,55,ダ1600,良,**,1:37.8,1.4,**,2-2,35.0-35.8,37.0,508(+2),,,イジゲン,
25,2012/10/21,4東京7,晴,11,ブラジルC(OP),,16,6,12,2.5,1,1,和田竜二,54,ダ2100,良,**,2:09.3,-0.8,**,7-7-8-5,30.5-37.0,36.4,506(-6),,,(グラッツィア),2034.3
26,2012/09/23,4阪神7,晴,11,神戸新聞杯(G2),,15,7,13,141.9,13,15,和田竜二,56,芝2400,良,**,2:31.2,6.0,**,3-4-5-6,36.0-35.8,40.5,512(+2),,,ゴールドシップ,
27,2012/08/05,2新潟8,晴,11,レパードS(G3),,15,8,14,6.3,3,2,和田竜二,56,ダ1800,良,**,1:51.8,0.0,**,7-7-8-6,35.6-37.8,37.2,510(+8),,,ホッコータルマエ,1615.8
28,2012/07/14,2中京5,晴,10,御嶽特別(1000万下),,16,2,4,3.0,2,1,和田竜二,54,ダ1800,良,**,1:51.8,-0.6,**,3-4-3-3,37.0-37.7,37.4,502(+2),,,(キャッツインブーツ),1435.7
29,2012/06/24,3阪神8,晴,12,加古川特別(1000万下),,16,7,13,5.8,3,3,和田竜二,54,ダ1800,良,**,1:51.0,0.4,**,7-7-4-4,36.0-37.6,37.6,500(+6),,,クラブトゥギャザー,355.3
