,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/10/01,4阪神9,曇,11,ポートアイランドS(L),,9,2,2,43.2,9,5,幸英明,57,芝1600,稍,**,1:33.9,0.4,**,5-6,35.9-33.6,33.5,494(+8),,,ドーブネ,270.0
1,2023/08/20,3小倉4,晴,11,TV西日本北九州記念(G3),,18,3,6,137.3,18,11,藤懸貴志,55,芝1200,良,**,1:08.1,0.8,**,18-18,32.9-34.4,33.4,486(-8),,,ジャスパークローネ,
2,2023/06/17,3阪神5,晴,11,米子S(L),,13,1,1,320.6,12,6,国分優作,57,芝1600,良,**,1:32.4,0.7,**,11-11,33.7-35.4,34.5,494(-2),,,メイショウシンタケ,
3,2023/05/28,1京都12,晴,10,安土城S(L),,18,1,1,119.5,17,12,幸英明,55,芝1400,良,**,1:20.4,1.4,**,16-17,34.4-33.3,33.0,496(0),,,ママコチャ,
4,2023/04/08,1福島1,曇,11,吾妻小富士S(OP),,15,8,15,163.2,15,11,古川吉洋,55,ダ1700,良,**,1:46.0,1.4,**,12-12-12-13,30.0-38.0,38.5,496(-2),,,ブラックアーメット,
5,2022/12/18,6中京6,晴,11,コールドムーンS(OP),,16,8,15,59.0,12,12,古川吉洋,57,ダ1400,良,**,1:26.2,2.1,**,15-16,35.3-36.6,36.9,498(0),,,リフレイム,
6,2022/12/04,6阪神2,曇,11,ギャラクシーS(OP),,14,8,14,45.8,8,8,菱田裕二,55,ダ1400,稍,**,1:24.7,0.9,**,5-6,35.5-36.4,36.7,498(+2),,,デンコウリジエール,
7,2022/10/15,4阪神4,晴,11,太秦S(OP),,16,8,16,19.6,8,15,松山弘平,56,ダ1800,良,**,1:54.4,3.3,**,12-12-15-16,37.2-37.1,38.9,496(+6),,,ハギノアレグリアス,
8,2021/11/21,5阪神6,曇,11,マイルチャンピオンS(G1),,16,7,14,159.2,13,15,幸英明,56,芝1600,良,**,1:34.7,2.1,**,10-8,35.6-33.3,34.9,490(+2),,,グランアレグリア,
9,2021/10/31,4阪神8,曇,11,カシオペアS(L),,15,5,9,11.3,6,11,幸英明,54,芝1800,良,**,1:48.3,1.1,**,8-9,37.4-33.7,34.1,488(+6),,,ファルコニア,
10,2021/07/14,大井,曇,11,ジャパンダートダービ(G1),,13,2,2,6.1,4,5,幸英明,56,ダ2000,稍,**,2:06.0,0.1,**,8-8-5-5,35.6-38.1,37.6,482(-2),,,キャッスルトップ,300.0
11,2021/05/04,園田,晴,11,兵庫チャンピオンシッ(G2),,12,6,7,5.0,2,1,幸英明,56,ダ1870,良,**,2:02.5,-0.1,**,4-4-3-3,0.0-39.9,39.8,484(-4),,,(ゴッドセレクション),3500.0
12,2021/04/10,2阪神5,晴,6,3歳1勝クラス,,11,2,2,4.9,3,1,幸英明,56,芝1200,良,**,1:08.4,0.0,**,11-10,34.4-34.0,32.9,488(+2),,,(シゲルセンム),730.0
13,2021/03/13,1阪神9,曇,4,3歳未勝利,,16,1,2,1.3,1,1,幸英明,56,ダ1400,不,**,1:24.4,-0.2,**,4-5,34.8-37.7,37.2,486(-4),,,(サトノテンペスト),510.0
14,2021/02/20,1阪神3,晴,2,3歳未勝利,,16,3,6,3.6,2,2,幸英明,56,ダ1400,良,**,1:25.9,0.4,**,7-8,34.4-38.5,38.0,490(+8),,,フルヴォート,200.0
15,2020/10/18,4京都4,曇,3,2歳未勝利,,13,8,13,7.7,4,3,幸英明,55,ダ1400,不,**,1:23.3,0.0,**,2-2,34.8-36.5,36.2,482(+12),,,サヴァ,130.0
16,2020/09/05,2小倉7,曇,5,2歳新馬,,10,7,8,10.5,4,3,幸英明,54,芝1200,良,**,1:10.0,0.8,**,8-9,34.7-34.5,34.2,470(0),,,ニシノガブリヨリ,180.0
