,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/08/23,川崎,晴,11,スパーキングサマーカ(G),,14,7,11,9.8,5.0,2.0,安藤洋一,57.0,ダ1600,良,**,1:43.3,0.5,**,6-6-5-3,36.1-41.3,41.1,515(+2),,,スマイルウィ,490.0
1,2023/07/06,川崎,晴,11,スパーキングサマーチ(OP),,13,8,13,2.9,1.0,1.0,安藤洋一,57.0,ダ1600,稍,**,1:44.1,-0.2,**,4-4-6-4,38.2-39.4,39.1,513(+3),,,(コパノジャッキー),800.0
2,2023/06/08,大井,雨,9,ゆりかもめオープン競(OP),,7,7,7,1.6,1.0,1.0,森泰斗,57.0,ダ1600,稍,**,1:39.8,-0.2,**,2-2-2-2,39.1-36.6,36.6,510(+4),,,(ゴライアス),610.0
3,2023/05/17,川崎,晴,11,川崎マイラーズ(G),,10,5,5,15.6,7.0,5.0,篠谷葵,57.0,ダ1600,稍,**,1:43.1,0.7,**,4-4-7-5,36.2-40.3,40.4,506(-6),,,アイウォール,70.0
4,2023/02/08,船橋,曇,11,報知グランプリC(G),,11,1,1,14.7,4.0,4.0,藤本現暉,56.0,ダ1800,良,**,1:57.5,0.8,**,9-9-8-8,38.1-40.5,39.6,512(+1),,,ギガキング,120.0
5,2022/12/29,大井,晴,9,東京大賞典競走(G1),,14,5,7,168.9,12.0,13.0,安藤洋一,57.0,ダ2000,良,**,2:07.7,2.7,**,12-12-4-4,37.3-37.9,40.5,511(-8),,,ウシュバテソーロ,
6,2022/12/08,大井,晴,11,勝島王冠競走(G),,16,4,8,52.5,12.0,2.0,安藤洋一,57.0,ダ1800,不,**,1:52.0,0.4,**,8-8-8-6,36.9-38.1,37.9,519(+7),,,ライトウォーリア,770.0
7,2022/11/02,大井,晴,11,サンタアニタトロフィ(G),,16,8,16,5.2,3.0,3.0,真島大輔,57.0,ダ1600,良,**,1:38.5,0.5,**,4-3-3-3,36.5-37.5,37.8,512(+4),,,スマイルウィ,260.0
8,2022/09/20,大井,雨,11,武蔵野オープン競走(OP),,12,5,5,7.1,4.0,1.0,真島大輔,57.0,ダ1600,不,**,1:39.1,-0.5,**,9-8-5-2,36.8-39.1,38.9,508(+1),,,(タービランス),610.0
9,2022/08/25,川崎,曇,11,スパーキングサマーカ(G),,14,6,10,37.8,10.0,5.0,今野忠成,57.0,ダ1600,良,**,1:42.1,0.8,**,13-10-10-7,35.6-40.4,40.0,507(0),,,フィールドセンス,70.0
