,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2016/10/06,名古屋,晴,11,はなのき特別,,8,5,5,1.5,1.0,1,今井貴大,56,ダ1800,稍,**,1:57.8,-0.6,**,2-2-1,,38.7,508(+5),,,(ゴールドピューマ),57.0
1,2016/04/05,笠松,晴,12,東海クラウン(OP),,6,2,2,,,取,今井貴大,57,ダ1900,稍,**,,,**,,,,計不,,,クワイアーソウル,
2,2015/12/31,笠松,晴,10,東海ゴールドC(G),,10,2,2,1.7,1.0,1,今井貴大,55,ダ1900,良,**,2:02.5,-0.3,**,8-8-4-3,,36.3,503(-7),,,(ノゾミダイヤ),250.0
3,2015/12/11,名古屋,曇,11,もみの木特別,,8,3,3,1.1,1.0,2,今井貴大,56,ダ1600,不,**,1:42.9,0.1,**,6-5-4,,38.2,510(+1),,,トップフライアー,8.1
4,2015/11/20,名古屋,晴,12,東海菊花賞(G),,12,8,11,3.1,2.0,1,今井貴大,57,ダ1900,重,**,2:05.2,-0.5,**,9-9-4,,39.4,509(+4),,,(クワイアーソウル),300.0
5,2015/11/03,大井,晴,10,JBCクラシック競走(G1),,16,5,9,931.8,15.0,11,今井貴大,57,ダ2000,不,**,2:07.7,3.3,**,15-15-13-12,36.8-37.0,38.6,505(0),,,コパノリッキー,
6,2015/10/06,金沢,晴,10,白山大賞典(G3),,12,4,4,166.7,8.0,4,今井貴大,54,ダ2100,良,**,2:16.8,1.9,**,9-10-9-5,,39.2,505(0),,,マイネルバイカ,189.0
7,2015/09/17,笠松,雨,10,オータムC(G),,10,4,4,6.6,3.0,1,今井貴大,57,ダ1900,不,**,2:02.6,-0.2,**,7-5-4-2,,38.0,505(-5),,,(トウショウプライド),200.0
8,2015/09/04,笠松,晴,11,ひるがの高原特別,,5,4,4,1.6,1.0,1,今井貴大,55,ダ1600,重,**,1:40.1,-1.0,**,3-2-2,,37.2,510(+5),,,(ドリームカトラス),40.0
9,2015/07/20,名古屋,晴,11,名港盃(G),,12,8,12,4.3,2.0,6,戸部尚実,57,ダ1900,稍,**,2:02.8,1.3,**,5-7-7,,39.1,505(+3),,,アップアンカー,
10,2015/06/24,名古屋,晴,11,メタセコイア特別,,10,6,6,1.3,1.0,1,戸部尚実,56,ダ1400,良,**,1:28.2,-1.6,**,2-2-1,,37.0,502(-3),,,(ゴールデンコマンド),35.0
11,2015/06/03,名古屋,曇,11,アナゴ賞,,7,6,6,1.5,1.0,2,戸部尚実,56,ダ1400,不,**,1:26.9,0.1,**,5-4-2,,36.1,505(+13),,,マイネルコンキスタ,3.9
12,2015/04/26,3京都2,晴,10,上賀茂S(1600万下),,16,1,2,251.2,16.0,9,高倉稜,52,ダ1800,良,**,1:51.3,0.8,**,7-6-7-9,35.9-36.6,36.8,492(-6),,,エノラブエナ,
13,2015/03/21,2中山7,晴,10,韓国馬事会杯(1600万下),,16,3,6,316.1,16.0,13,黛弘人,57,ダ1800,稍,**,1:53.6,1.0,**,14-14-14-14,36.9-38.2,37.8,498(-20),,,ダノンバトゥーラ,
14,2015/03/01,1阪神2,雨,10,伊丹S(1600万下),,16,7,14,275.3,16.0,14,岡田祥嗣,53,ダ1800,不,**,1:51.7,2.1,**,16-16-13-13,36.3-37.0,37.6,518(+8),,,マスクゾロ,
15,2015/02/15,1小倉4,曇,11,門司S(1600万下),,16,6,11,33.7,9.0,8,国分恭介,53,ダ1700,良,**,1:46.2,1.1,**,15-15-14-14,30.0-37.1,37.1,510(-6),,,サンバビーン,
16,2015/01/04,1京都1,晴,10,初夢S(1600万下),,14,6,9,199.6,14.0,12,松田大作,57,ダ1800,稍,**,1:51.1,2.1,**,14-14-14-14,35.8-36.1,36.9,516(0),,,マイネルクロップ,
17,2014/12/20,5阪神5,雨,10,摩耶S(1600万下),,16,1,2,106.7,15.0,11,国分優作,53,ダ1800,不,**,1:50.8,0.9,**,4-6-9-7,37.0-36.5,36.6,516(+8),,,タガノゴールド,
18,2014/11/23,5京都6,晴,10,花園S(1600万下),,16,4,8,84.0,12.0,8,松田大作,53,ダ1900,良,**,1:59.3,0.9,**,13-13-13-14,30.2-38.1,37.9,508(+6),,,サンマルデューク,
19,2014/11/09,4福島2,小雨,11,東北S(1600万下),,15,4,7,25.9,9.0,7,吉田隼人,57,ダ1700,良,**,1:46.5,0.8,**,14-12-7-7,30.3-37.6,37.9,502(-8),,,ソーミラキュラス,
20,2014/10/14,4京都3,曇,10,平城京S(1600万下),,15,8,16,74.7,14.0,7,川須栄彦,53,ダ1800,稍,**,1:51.5,0.7,**,8-9-7-6,36.6-36.8,37.0,510(-2),,,カシュカシュ,
21,2014/07/12,2函館3,晴,11,五稜郭S(1600万下),,12,1,1,141.7,12.0,11,藤岡康太,57,芝1800,良,**,1:48.9,1.4,**,1-1-1-1,35.0-36.0,37.4,512(+4),,,フラアンジェリコ,
22,2014/04/13,2阪神6,曇,12,梅田S(1600万下),,16,4,7,48.6,11.0,16,蛯名正義,57,ダ1800,良,**,1:53.9,2.3,**,10-10-11-13,37.0-38.1,38.9,508(+2),,,グランプリブラッド,
23,2014/03/02,1阪神2,曇,10,伊丹S(1600万下),,14,3,3,26.5,8.0,4,バルジュ,53,ダ1800,稍,**,1:52.3,0.2,**,6-7-8-4,36.8-38.8,38.2,506(+8),,,ジャンナ,270.0
24,2014/02/16,1小倉4,晴,11,門司S(1600万下),,15,8,15,64.8,10.0,3,川須栄彦,53,ダ1700,稍,**,1:43.5,0.4,**,6-6-5-5,29.1-37.5,36.9,498(-4),,,サンビスタ,404.7
25,2013/12/14,5阪神5,晴,10,摩耶S(1600万下),,14,4,5,102.0,12.0,13,高倉稜,54,ダ1800,稍,**,1:55.0,2.0,**,13-14-13-13,37.7-36.8,37.5,502(+16),,,ヒルノマドリード,
26,2013/11/17,5東京6,晴,10,錦秋S(1600万下),,13,1,1,20.3,7.0,12,酒井学,54,ダ1600,良,**,1:38.4,2.2,**,9-10,35.9-35.8,36.8,486(-16),,,タイセイスティング,
27,2013/08/25,4函館4,晴,12,白鳥大橋特別(1000万下),,11,8,10,3.2,1.0,1,柴山雄一,57,ダ1700,稍,**,1:44.9,0.0,**,9-8-7-4,29.6-37.3,36.9,502(-2),,,(マイネルマルシェ),1466.6
28,2013/08/11,3函館6,晴,12,オホーツクH(1000万下),,13,7,10,3.6,2.0,2,柴山雄一,55,ダ1700,良,**,1:45.0,0.4,**,12-11-7-4,29.4-38.0,37.3,504(+6),,,リアライズキボンヌ,588.8
29,2013/07/20,2函館5,晴,8,3歳以上500万下,,13,3,3,3.6,2.0,1,柴山雄一,57,ダ1700,良,**,1:45.0,-1.1,**,11-11-4-3,30.7-37.4,37.0,498(-6),,,(トランザムスター),720.0
30,2013/07/07,2函館2,晴,8,3歳以上500万下,,13,7,10,19.8,7.0,2,柴山雄一,57,ダ1700,良,**,1:45.3,0.0,**,13-13-2-2,29.4-37.7,37.5,504(+2),,,マイネルバウンス,290.0
31,2013/05/19,1新潟6,晴,6,4歳以上500万下,,15,1,1,7.3,3.0,8,柴山雄一,57,ダ1800,良,**,1:55.6,1.4,**,10-12-13-14,36.7-38.4,38.4,502(+10),,,シルクプラズマ,
32,2013/04/27,1福島7,晴,9,4歳以上500万下,,14,6,9,7.3,2.0,2,柴山雄一,57,ダ1700,良,**,1:46.6,0.1,**,12-12-7-6,30.0-38.7,38.1,492(+4),,,バサラヴォーグ,270.0
33,2013/04/14,1福島4,晴,9,4歳以上500万下,,15,6,11,15.3,9.0,3,柴山雄一,57,ダ1700,良,**,1:47.3,0.1,**,7-7-5-3,29.8-37.8,37.5,488(-8),,,ビッグリバティ,170.0
