,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2017/04/30,金沢,晴,11,金沢スプリングC(G),,11,7,8,11.0,4.0,8,田知弘久,56,ダ1900,良,**,2:09.0,3.4,**,2-2-2-3,,42.0,482(+1),,,メイジン,
1,2017/01/03,川崎,晴,11,報知オールスターカッ(G),,14,3,4,101.2,11.0,7,田知弘久,56,ダ2100,良,**,2:18.9,0.9,**,3-3-4-4,30.3-39.0,39.5,481(-12),,,ケイアイレオーネ,
2,2016/12/11,金沢,雨,10,中日杯(G),,12,8,12,7.1,2.0,1,田知弘久,56,ダ2000,不,**,2:11.9,0.0,**,1-1-1-1,,39.0,493(+1),,,(ウエスタンプリンス),350.0
3,2016/11/13,金沢,晴,10,北国王冠(G),,9,8,9,4.7,2.0,3,田知弘久,56,ダ2600,重,**,2:56.5,0.3,**,2-2-1-1,,40.8,492(0),,,トニーポケット,31.5
4,2016/09/28,笠松,雨,10,オータムC(G),,10,3,3,12.7,3.0,3,田知弘久,57,ダ1900,重,**,2:02.9,0.8,**,2-2-2-3,,37.6,492(+4),,,サウスウインド,22.0
5,2016/09/06,金沢,晴,11,イヌワシ賞[白山大賞(G),,11,1,1,8.6,4.0,7,田知弘久,56,ダ2000,良,**,2:16.0,4.3,**,1-1-2-5,,44.6,488(-2),,,エーシンクリアー,
6,2016/06/12,金沢,曇,10,百万石賞(G),,9,7,7,47.8,6.0,1,田知弘久,57,ダ2100,良,**,2:20.4,-0.1,**,2-2-1-1,,40.3,490(+5),,,(トウショウプライド),350.0
7,2016/05/03,金沢,曇,11,ラ・フォル・ジュルネ,,9,5,5,4.2,3.0,5,田知弘久,57,ダ1500,良,**,1:38.9,1.2,**,6-6-7-6,,39.4,485(+3),,,フランチャイズ,4.0
8,2016/04/05,金沢,晴,11,曳山奉幣祭特別Aー1,,10,5,5,2.7,1.0,2,平瀬城久,57,ダ1700,不,**,1:52.9,0.1,**,6-5-5-4,,38.3,482(-8),,,トウショウプライド,20.0
9,2016/03/22,金沢,晴,10,蛇の目神事特別,,8,6,6,2.1,1.0,3,平瀬城久,57,ダ1500,稍,**,1:39.5,0.5,**,3-5-5-4,,39.3,490(+9),,,トウショウプライド,9.0
10,2016/01/03,川崎,晴,11,報知オールスターカッ(G),,12,3,3,124.2,12.0,7,平瀬城久,56,ダ2100,良,**,2:19.0,0.9,**,9-10-10-10,30.6-40.5,40.4,481(-6),,,グルームアイランド,
11,2015/12/13,金沢,曇,9,中日杯(G),,11,6,7,4.9,2.0,2,平瀬城久,56,ダ1900,重,**,2:03.4,1.4,**,4-4-4-3,,38.7,487(-1),,,グルームアイランド,70.0
12,2015/11/15,金沢,曇,9,北国王冠(G),,10,7,8,1.7,1.0,1,平瀬城久,56,ダ2600,不,**,2:54.3,-0.5,**,1-1-1-1,,41.1,488(+5),,,(コスモマイギフト),350.0
13,2015/10/06,金沢,晴,10,白山大賞典(G3),,12,6,8,112.6,7.0,10,平瀬城久,54,ダ2100,良,**,2:18.7,3.8,**,6-7-7-9,,41.4,483(-2),,,マイネルバイカ,
14,2015/09/08,金沢,曇,11,イヌワシ賞[白山大賞(G),,12,1,1,2.2,1.0,1,平瀬城久,56,ダ2000,不,**,2:10.0,-0.8,**,1-1-1-1,,38.7,485(-1),,,(エーシンクリアー),200.0
15,2015/07/14,金沢,晴,11,かなざわ・まち博特別,,7,6,6,1.3,1.0,3,平瀬城久,56,ダ1700,良,**,1:50.1,0.2,**,2-2-2-2,,38.6,486(0),,,シンカンイチコ,6.3
16,2015/06/14,金沢,晴,10,百万石賞(G),,12,3,3,9.6,2.0,1,平瀬城久,56,ダ2300,良,**,2:31.6,-0.5,**,2-2-1-1,,38.9,486(-1),,,(ナムラダイキチ),350.0
17,2015/04/30,笠松,晴,10,オグリキャップ記念(G),,10,4,4,5.5,3.0,5,平瀬城久,56,ダ2500,良,**,2:45.4,1.3,**,5-5-7-6,,37.8,487(0),,,リワードレブロン,15.0
18,2015/03/27,金沢,晴,10,蛇の目神事特別,,9,8,8,1.5,1.0,1,平瀬城久,56,ダ1500,良,,1:35.8,-0.7,,1-3-3-1,,38.1,487(+13),,,(タツミリュウ),70.0
19,2015/01/03,川崎,晴,11,報知オールスターカッ(G),,14,2,2,57.2,12.0,9,平瀬城久,56,ダ2100,良,**,2:20.5,2.3,**,7-7-11-13,30.2-40.8,42.5,474(-7),,,ドラゴンエアル,
20,2014/12/15,金沢,曇,9,中日杯(G),,11,8,10,4.6,2.0,2,平瀬城久,56,ダ2300,不,,2:31.4,0.4,,3-3-1-2,,39.2,481(0),,,ケージーキンカメ,60.0
21,2014/12/14,金沢,雪,9,中日杯(G),,0,8,10,,,,平瀬城久,56,ダ2300,不,,,,,,,,計不,,,,
22,2014/11/18,金沢,曇,9,BIGAPPLE特別,,6,4,4,1.1,1.0,1,平瀬城久,57,ダ1700,不,,1:50.8,-0.1,,2-2-1-1,,37.3,481(-2),,,(ケージーアメリカン),70.0
23,2014/11/02,金沢,曇,9,北国王冠(G),,10,1,1,1.9,1.0,2,平瀬城久,56,ダ2600,不,,2:51.2,0.2,,1-1-1-1,,39.4,483(-2),,,ケージーキンカメ,60.0
24,2014/10/21,金沢,曇,10,金箔雪吊りライトアッ,,7,7,7,4.9,4.0,1,平瀬城久,57,ダ1500,不,,1:35.2,-0.9,,3-3-3-1,,38.2,485(+6),,,(トウショウバラード),70.0
25,2014/06/01,金沢,晴,9,百万石行列特別Aー1,,8,5,5,2.5,1.0,3,米倉知,57,ダ1900,良,,2:04.8,1.0,,3-3-2-2,,39.1,479(-6),,,セイカアレグロ,6.3
26,2014/05/18,金沢,晴,10,山中温泉菖蒲湯まつり,,8,2,2,2.9,2.0,5,米倉知,57,ダ1700,良,,1:52.7,2.4,,5-5-4-6,,38.5,485(+1),,,ナムラダイキチ,2.8
27,2014/04/22,笠松,曇,10,オグリキャップ記念(G),,10,2,2,1.9,1.0,2,米倉知,56,ダ2500,重,,2:47.8,0.1,,4-2-2-1,,38.5,484(+7),,,リワードレブロン,125.0
28,2014/03/27,金沢,晴,9,春の夜の夢のごとし特,,8,6,6,1.7,1.0,1,米倉知,57,ダ1500,不,,1:36.6,-0.2,,4-3-1-1,,38.8,477(+3),,,(シーズザゴールド),70.0
