,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2018/10/21,盛岡,晴,9,OROターフ特別(OP),,9,8,9,91.2,9.0,9,高橋悠里,53,芝1700,良,**,1:51.9,4.6,**,3-4-6-9,0.0-37.1,41.2,449(+4),,,エイシンエルヴィン,
1,2018/10/07,盛岡,曇,11,南部杯カウントダウン,,10,3,3,244.1,10.0,10,菅原俊吏,54,ダ1600,良,**,1:46.9,6.7,**,7-10,0.0-39.5,43.5,445(+7),,,コウギョウヘイロー,
2,2018/09/08,水沢,曇,9,南部杯カウントダウン,,9,1,1,162.1,8.0,9,岩本怜,52,ダ1600,重,**,1:48.2,6.2,**,4-4-9-9,0.0-39.7,44.5,438(+2),,,ハイパーチャージ,
3,2018/08/25,水沢,曇,10,いろはす杯新涼特別,,10,7,8,125.0,8.0,10,菅原俊吏,54,ダ1600,良,**,1:49.0,5.6,**,8-8-10-10,0.0-39.8,43.5,436(+1),,,マーブルフラッシュ,
4,2018/08/12,盛岡,晴,11,盛岡舟っこ流し特別,,12,7,9,94.1,8.0,12,岩本怜,51,ダ1600,良,**,1:43.1,4.1,**,8-8,0.0-38.6,40.8,435(+3),,,マイネルバローネ,
5,2018/07/09,大井,晴,12,ベガ賞競走,,14,6,10,208.6,13.0,14,吉井章,51,ダ1200,良,**,1:16.9,3.6,**,8-13,35.2-38.1,40.5,432(+2),,,デニストン,
6,2018/06/27,大井,晴,11,帝王賞競走(G1),,15,6,11,540.9,14.0,15,千田洋,55,ダ2000,良,**,2:16.7,12.5,**,15-15-15-15,35.1-38.9,44.7,430(+3),,,ゴールドドリーム,
7,2018/06/08,大井,雨,12,次開催はエキサイティ,,12,1,1,147.7,12.0,11,吉井章,51,ダ1600,稍,**,1:46.5,4.1,**,11-12-12-12,38.3-39.3,41.6,427(+2),,,サノマル,
8,2018/05/25,大井,曇,12,つばめ賞競走,,12,7,9,92.0,9.0,11,吉井章,51,ダ1800,稍,**,2:03.8,8.5,**,7-8-12-12,38.2-39.1,44.8,425(-5),,,シャドウボーダー,
9,2018/05/08,大井,雨,7,晩春賞,,10,3,3,79.0,8.0,10,吉井章,50,ダ1000,不,**,1:04.7,4.6,**,7-10,34.4-37.5,40.8,430(+20),,,ラスパジャサーダス,
10,2018/04/06,川崎,曇,10,花吹雪特別,,10,6,6,86.1,10.0,10,増田充宏,53,ダ900,良,**,0:57.1,3.1,**,10-10,28.1-37.2,38.6,410(-24),,,トウカイボーイ,
11,2018/03/01,川崎,晴,10,春光特別,,11,7,10,,,取,増田充宏,53,ダ900,不,**,,,**,,29.4-37.5,,計不,,,トウカイボーイ,
12,2018/02/02,川崎,曇,10,イーグル賞,,10,7,8,20.2,6.0,10,増田充宏,53,ダ900,不,**,0:58.0,4.0,**,8-10,28.5-36.9,39.7,434(+12),,,キョウエイアドニス,
13,2017/09/23,4中山6,曇,4,3歳未勝利,,16,7,14,13.4,7.0,16,井上敏樹,53,ダ1200,不,**,1:16.0,5.1,**,4-6,33.4-37.5,42.4,422(-2),,,デザートトリップ,
14,2017/09/02,2新潟11,晴,7,3歳未勝利,,18,7,13,6.8,3.0,4,大野拓弥,54,芝1000,良,**,0:56.3,0.5,**,1,33.4-33.4,33.9,424(-2),,,マッタナシ,75.0
15,2017/08/19,2新潟7,曇,7,3歳未勝利,,18,8,16,3.5,1.0,5,大野拓弥,54,芝1000,良,**,0:56.3,0.2,**,1,33.5-33.5,33.7,426(0),,,ラブリイメッセージ,50.0
16,2017/06/17,1函館1,晴,1,3歳未勝利,,16,4,8,5.4,3.0,14,黛弘人,54,芝1200,良,**,1:09.9,1.2,**,2-2,33.8-34.9,36.0,426(-4),,,ファミーユボヌール,
17,2017/05/21,1新潟8,晴,1,3歳未勝利,,16,5,10,4.9,3.0,2,黛弘人,54,芝1200,良,**,1:09.7,0.4,**,5-5,34.0-35.3,35.1,430(+6),,,ファイブフォース,200.0
18,2017/04/30,1新潟2,晴,6,3歳未勝利,,16,4,8,5.4,2.0,2,黛弘人,54,芝1200,良,**,1:10.5,0.3,**,12-11,33.3-36.9,36.0,424(+2),,,アプト,200.0
19,2017/04/15,1福島3,曇,2,3歳未勝利,,16,4,7,4.3,2.0,3,黛弘人,54,芝1200,良,**,1:10.4,0.2,**,5-3,34.3-35.9,35.5,422(+4),,,ブライティアサイト,130.0
20,2017/03/18,2中京3,晴,6,3歳未勝利,,18,2,4,7.0,3.0,5,黛弘人,54,芝1200,良,**,1:10.8,0.6,**,5-4,34.4-35.8,35.9,418(0),,,モンスールデジール,50.0
21,2017/03/04,1小倉7,晴,4,3歳未勝利,,18,4,7,30.2,7.0,2,黛弘人,54,芝1200,良,**,1:09.5,0.2,**,10-9,33.4-35.9,34.7,418(-4),,,アーケロンバイオ,200.0
22,2017/01/15,1中山5,晴,5,3歳未勝利,,16,4,8,37.2,11.0,14,大野拓弥,54,芝1600,良,**,1:37.7,1.7,**,2-2-2,35.3-36.2,37.8,422(-2),,,ニシノストーリー,
23,2016/12/18,5中山6,晴,6,2歳新馬,,16,1,1,81.9,14.0,4,大野拓弥,54,芝1600,良,**,1:38.3,0.6,**,8-7-7,36.6-36.0,36.1,424(0),,,コマノレジーナ,110.0
