,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2013/10/01,大井,曇,10,’13ムーンライトカ(OP),,12,4,5,169.7,12,7,山本聡紀,57,ダ1600,良,**,1:42.7,1.3,**,12-12-11-11,37.2-40.2,39.9,569(-2),,,クリーン,
1,2013/07/31,大井,曇,11,サンタアニタトロフィ(G),,16,7,13,340.5,16,13,山本聡紀,56,ダ1600,重,**,1:42.3,2.9,**,16-16-15-15,36.3-39.1,40.3,571(-5),,,セイントメモリー,
2,2013/06/28,大井,曇,10,武蔵野オープン競走(OP),,13,5,6,38.6,10,9,山本聡紀,56,ダ1600,重,**,1:43.0,2.1,**,11-12-11-11,37.9-38.6,39.8,576(+1),,,クリーン,
3,2013/05/15,大井,晴,10,大井記念競走(G),,16,2,3,256.7,14,8,江川伸幸,56,ダ2600,良,**,2:52.2,4.1,**,15-15-15-13,38.5-37.0,39.8,575(+1),,,フォーティファイド,
4,2013/04/09,大井,晴,9,’13ブリリアントカ(OP),,16,4,7,241.4,14,9,三村展久,57,ダ2000,良,**,2:09.2,2.6,**,9-9-10-10,36.6-38.0,40.3,574(+2),,,フォーティファイド,
5,2013/03/06,大井,晴,11,東京スプリング盃競走(G),,16,5,10,326.8,16,9,橋本直哉,58,ダ1400,良,**,1:27.9,1.1,**,15-15-14,36.1-38.4,38.5,572(+2),,,フジノウェーブ,
6,2013/02/20,大井,晴,11,金盃競走(G),,15,1,2,407.7,15,9,江川伸幸,56,ダ2000,重,**,2:09.2,1.8,**,12-11-11-10,36.3-39.1,39.7,570(+3),,,トーセンルーチェ,
7,2012/12/31,大井,晴,12,おおとりオープン競走(OP),,16,7,14,87.3,11,13,張田京,56,ダ1600,不,**,1:45.1,4.4,**,5-6-8-11,36.9-39.5,43.5,567(+6),,,セントマーチ,
8,2012/11/28,大井,曇,11,勝島王冠競走(G),,16,1,1,225.5,15,11,服部茂史,57,ダ1800,不,**,1:56.9,2.0,**,10-9-11-11,37.6-39.3,40.8,561(0),,,プーラヴィーダ,
9,2012/11/05,川崎,曇,11,JBCクラシック(G1),,13,5,6,566.0,13,12,岡田大,57,ダ2100,良,**,2:18.3,5.8,**,9-10-11-11,29.6-38.9,43.4,561(-3),,,ワンダーアキュート,
10,2012/10/24,大井,晴,11,マイルグランプリ競走(G),,16,3,5,107.1,14,10,町田直希,57,ダ1600,稍,**,1:41.8,1.3,**,9-11-11-11,37.2-39.1,39.7,564(-2),,,ピエールタイガー,
11,2012/10/10,浦和,曇,11,埼玉新聞栄冠賞(G),,11,2,2,97.3,8,6,森泰斗,58,ダ1900,良,**,2:03.1,1.5,**,6-6-6-6,30.4-39.3,40.4,566(+5),,,トーセンアレス,
12,2012/09/26,船橋,晴,10,日本テレビ盃(G2),,12,2,2,271.4,7,6,森泰斗,56,ダ1800,重,**,1:53.4,2.0,**,7-7-6-6,35.8-37.5,38.8,561(+6),,,ソリタリーキング,
13,2012/09/04,金沢,曇,11,イヌワシ賞[白山大賞(G),,10,5,5,9.2,4,5,吉原寛人,56,ダ2000,不,,2:09.5,2.9,,3-3-3-4,,41.3,555(-9),,,ナムラダイキチ,8.0
14,2012/08/22,川崎,晴,10,スパーキングサマーカ(G),,14,5,7,196.5,9,6,森泰斗,57,ダ1600,良,**,1:42.0,1.7,**,8-7-9-7,36.9-38.5,39.6,564(-4),,,クラーベセクレタ,
15,2012/06/27,大井,晴,11,帝王賞競走(G1),,13,3,3,352.7,11,12,橋本直哉,57,ダ2000,良,**,2:07.1,4.1,**,10-10-11-11,36.0-36.5,39.6,568(+10),,,ゴルトブリッツ,
16,2012/05/23,大井,曇,11,大井記念競走(G),,16,6,11,24.6,9,12,吉田稔,56,ダ2600,重,**,2:52.0,3.9,**,1-1-7-7,37.9-40.1,43.0,558(0),,,トーセンルーチェ,
17,2012/04/19,大井,曇,11,’12ブリリアントカ(OP),,15,3,4,11.5,5,5,的場文男,57,ダ1800,良,**,1:52.3,0.4,**,10-10-10-10,36.2-38.8,37.6,558(+7),,,ナムラブレット,57.6
18,2012/03/29,大井,晴,11,隅田川オープン競走(OP),,13,1,1,76.9,12,3,橋本直哉,57,ダ1800,良,**,1:52.3,0.7,**,8-8-10-7,37.6-36.7,36.1,551(-8),,,コロナグラフ,108.0
