,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2008/03/30,金沢,曇,4,宇出津あばれ祭り杯,,9,7,7,6.5,2.0,4,古性秀之,55,ダ1300,稍,,1:25.9,1.1,,9-9-9-5,,,510(+5),,,エクストラナンバー,0.8
1,2007/10/21,金沢,晴,9,シリウス特別,,9,8,9,1.9,1.0,1,吉原寛人,55,ダ1400,重,,1:32.3,-0.3,,6-6-2-1,,,505(-3),,,(リンガスクインビー),17.0
2,2007/09/30,金沢,雨,9,B42,,9,5,5,6.2,3.0,3,吉原寛人,55,ダ1400,不,,1:33.7,0.6,,6-6-5-5,,,508(+4),,,ファストストリング,2.0
3,2007/08/06,金沢,晴,6,能登谷広之首位打者獲,,10,7,7,1.9,1.0,3,桑野等,55,ダ1500,良,,1:38.9,0.1,,6-6-5-5,,,504(0),,,スパニッシュガール,2.0
4,2007/07/23,金沢,晴,11,B43,,9,7,7,9.1,3.0,3,古性秀之,55,ダ1400,重,,1:32.3,1.2,,7-7-5-5,,,504(+1),,,シアターピース,2.0
5,2007/07/09,金沢,晴,7,納口雅勝誕生日記念,,10,4,4,33.2,6.0,4,古性秀之,55,ダ1400,良,,1:32.5,1.1,,9-9-8-8,,,503(-5),,,ブライティアビスタ,1.0
6,2007/04/16,金沢,曇,7,B42,,9,3,3,17.3,5.0,5,古性秀之,55,ダ1400,良,,1:33.2,1.0,,9-9-7-7,,,508(+4),,,ケンジャノヒビキ,
7,2007/04/02,金沢,曇,9,B42,,9,8,9,8.5,5.0,3,古性秀之,55,ダ1400,稍,,1:33.5,0.3,,3-3-4-4,,,504(+2),,,シルキーフォルテ,2.0
8,2007/01/04,金沢,曇,5,C22,,9,3,3,3.5,3.0,1,古性秀之,55,ダ1400,稍,,1:32.5,-0.2,,6-6-3-1,,,502(-1),,,(シルキーフォルテ),20.0
9,2006/12/27,金沢,曇,7,プロキオン特別,,9,2,2,2.9,2.0,2,古性秀之,55,ダ1300,不,,1:26.7,0.2,,1-1-1-1,,,503(+1),,,グランメール,4.0
10,2006/12/17,金沢,曇,7,プロキオン特別,,9,4,4,30.5,5.0,5,古性秀之,55,ダ1400,不,,1:33.0,0.7,,1-1-1-4,,,502(-5),,,アスキットドリーム,
11,2006/12/05,金沢,曇,7,プロキオン特別,,12,6,8,12.7,4.0,4,古性秀之,55,ダ1500,不,,1:39.9,1.7,,8-8-8-6,,,507(+7),,,スクデットキング,0.8
12,2006/06/20,金沢,晴,5,C24,,10,6,6,2.3,2.0,1,古性秀之,55,ダ1400,良,,1:31.6,-0.1,,3-3-1-1,,,500(-7),,,(ナスケンエアスト),16.0
13,2006/06/06,金沢,晴,4,C24,,9,1,1,7.1,3.0,5,古性秀之,55,ダ1300,良,,1:25.5,0.8,,3-4-2-2,,,507(+7),,,ハーバーライト,
