,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/06/24,3阪神7,曇,11,天保山S(OP),,16,1,2,45.3,11,15,菱田裕二,57,ダ1400,稍,**,1:25.7,1.8,**,1-1,34.1-37.5,39.3,506(-4),,,メイショウダジン,
1,2023/05/14,1京都8,曇,11,栗東S(L),,16,6,11,49.5,14,9,川須栄彦,55,ダ1400,重,**,1:25.2,1.8,**,12-12,34.2-37.3,38.0,510(-2),,,アイオライト,
2,2023/04/22,2東京1,晴,11,オアシスS(L),,16,6,12,31.2,7,14,戸崎圭太,57,ダ1600,良,**,1:37.6,1.3,**,1-1,34.9-36.9,38.2,512(-10),,,コンシリエーレ,
3,2023/02/12,1東京6,晴,10,バレンタインS(OP),,16,1,2,10.1,4,7,内田博幸,58,ダ1400,重,**,1:23.2,1.2,**,1-1,33.5-36.8,38.0,522(+2),,,ハセドン,
4,2022/11/26,5東京7,曇,10,シャングリラS(3勝クラス),,14,3,4,33.5,6,1,内田博幸,57,ダ1400,稍,**,1:23.2,-0.3,**,1-1,35.2-35.8,35.8,520(+6),,,(レーヴリアン),1870.1
5,2022/06/25,3東京7,晴,10,日野特別(2勝クラス),,16,2,4,20.5,8,1,内田博幸,57,ダ1600,良,**,1:36.4,-0.1,**,2-2,35.9-36.5,36.4,514(+16),,,(アイリッシュセンス),1548.5
6,2022/02/26,2小倉5,晴,10,早鞆特別(2勝クラス),,16,4,7,20.1,9,7,横山和生,54,ダ1700,良,**,1:45.9,0.8,**,16-16-15-15,29.7-37.6,37.0,498(-6),,,リキサントライ,
7,2022/02/06,1小倉8,晴,10,由布院特別(2勝クラス),,16,7,14,9.6,4,4,横山和生,54,ダ1700,良,**,1:46.6,0.8,**,2-2-2-2,29.7-37.7,38.5,504(+2),,,ラボエーム,230.0
8,2022/01/16,1中京6,晴,12,4歳以上2勝クラス,,15,2,2,9.8,5,14,池添謙一,56,ダ1400,良,**,1:27.1,1.9,**,1-1,34.2-39.0,40.9,502(+2),,,ゼンノジャスタ,
9,2021/12/25,6阪神7,曇,12,3歳以上2勝クラス,,16,1,1,8.2,4,7,松山弘平,56,ダ1400,良,**,1:25.5,0.6,**,1-1,34.8-37.6,38.2,500(-2),,,メディーヴァル,
10,2021/11/07,5阪神2,晴,8,3歳以上2勝クラス,,14,1,1,11.4,7,10,和田竜二,55,ダ1800,良,**,1:55.0,2.4,**,1-1-1-2,35.7-38.7,41.1,502(0),,,ラヴネヴァーエンズ,
11,2021/10/17,5新潟4,曇,12,菅名岳特別(2勝クラス),,11,2,2,11.9,4,11,西村淳也,55,ダ1800,重,**,1:53.7,4.1,**,1-1-2-2,35.3-37.8,41.9,502(+14),,,セイクリッドゲイズ,
12,2021/08/08,3新潟6,曇,11,レパードS(G3),,15,4,7,24.9,8,12,木幡巧也,56,ダ1800,良,**,1:54.1,2.8,**,2-2-3-4,35.9-37.3,39.9,488(-5),,,メイショウムラクモ,
13,2021/07/14,大井,曇,11,ジャパンダートダービ(G1),,13,7,11,16.9,7,6,松山弘平,56,ダ2000,稍,**,2:06.3,0.4,**,2-2-2-2,35.6-38.1,38.2,493(+7),,,キャッスルトップ,
14,2021/05/23,3中京6,晴,10,鳳雛S(L),,12,7,9,8.6,6,3,団野大成,56,ダ1800,稍,**,1:52.9,0.7,**,1-1-1-1,36.1-38.7,39.4,486(-8),,,ウェルドーン,484.0
15,2021/05/08,2東京5,曇,11,プリンシパルS(L),,14,5,7,79.8,10,13,木幡巧也,56,芝2000,良,**,2:01.1,1.8,**,6-7-7,35.7-34.0,35.1,494(0),,,バジオウ,
16,2021/03/27,3中山1,晴,10,伏竜S(OP),,14,3,4,15.7,7,11,三浦皇成,56,ダ1800,良,**,1:55.3,3.2,**,1-1-1-2,36.4-37.9,41.1,494(-6),,,ゴッドセレクション,
17,2021/02/21,1東京8,晴,9,ヒヤシンスS(L),,12,8,12,7.7,3,8,松山弘平,56,ダ1600,良,**,1:37.8,1.0,**,4-4,35.9-36.0,36.6,500(+8),,,ラペルーズ,
18,2021/01/17,1小倉2,晴,7,3歳1勝クラス,,9,3,3,4.0,2,1,松山弘平,56,ダ1700,良,**,1:45.6,-0.9,**,1-1-1-1,29.8-37.9,37.9,492(+2),,,(ポールスター),730.0
19,2020/12/13,5中山4,晴,7,2歳1勝クラス,,16,7,13,10.7,4,7,石橋脩,55,ダ1800,良,**,1:55.0,1.3,**,4-4-2-1,36.2-38.5,39.6,490(+2),,,ラペルーズ,
20,2020/11/21,5阪神5,晴,9,もちの木賞(1勝クラス),,14,5,8,16.8,7,4,池添謙一,55,ダ1800,良,**,1:54.4,0.6,**,1-1-1-1,37.8-37.6,38.2,488(+4),,,ホールシバン,150.0
21,2020/10/04,2中京9,曇,2,2歳未勝利,,16,8,16,18.7,7,1,西村淳也,55,ダ1800,良,**,1:53.5,-0.3,**,1-1-1-1,37.0-38.2,38.2,484(0),,,(アメリカンピース),510.0
22,2020/09/21,2中京5,晴,5,2歳新馬,,13,7,11,24.5,7,9,岩田康誠,54,芝1600,良,**,1:37.5,3.1,**,7-9-10,35.0-35.6,37.4,484(0),,,ナムラメーテル,
