,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/09/06,大井,曇,11,東京記念競走(G),,14,3,3,11.1,6.0,3,今野忠成,56,ダ2400,重,**,2:34.4,0.4,**,7-8-10-7,37.8-37.9,37.3,513(-11),,,セイカメテオポリス,640.0
1,2023/06/28,大井,曇,11,帝王賞競走(G1),,12,6,7,268.9,9.0,9,今野忠成,57,ダ2000,良,**,2:04.6,2.7,**,10-11-10-10,35.1-36.8,38.6,524(-3),,,メイショウハリオ,
2,2023/05/24,大井,晴,11,大井記念競走(G),,14,7,12,17.9,7.0,4,今野忠成,57,ダ2000,重,**,2:05.8,0.6,**,12-11-10-10,36.3-39.3,38.4,527(-2),,,セイカメテオポリス,320.0
3,2023/04/20,大井,晴,11,ブリリアントカップ競(G),,15,7,13,10.3,5.0,7,本田正重,55,ダ1800,良,**,1:52.6,0.7,**,7-9-10-10,37.4-37.2,36.8,529(+17),,,ランリョウオー,
4,2022/12/29,大井,晴,9,東京大賞典競走(G1),,14,7,11,135.3,11.0,9,今野忠成,55,ダ2000,良,**,2:06.8,1.8,**,7-8-11-10,37.3-37.9,38.7,512(-1),,,ウシュバテソーロ,
5,2022/12/08,大井,晴,11,勝島王冠競走(G),,16,1,1,7.5,3.0,9,本田正重,55,ダ1800,不,**,1:53.5,1.9,**,15-12-13-11,36.9-38.1,39.2,513(+5),,,ライトウォーリア,
6,2022/11/01,大井,曇,11,’22スターバースト(OP),,10,3,3,6.4,4.0,2,真島大輔,58,ダ2000,良,**,2:06.1,0.2,**,4-4-2-2,35.9-39.4,39.5,508(+1),,,ショットメーカー,234.0
7,2022/06/08,大井,曇,11,東京ダービー競走(G),,15,1,1,,,除,真島大輔,56,ダ2000,重,**,,,**,,37.2-39.1,,510(+3),,,カイル,
8,2022/05/12,大井,雨,11,羽田盃競走(G),,15,8,15,40.4,9.0,1,真島大輔,56,ダ1800,稍,**,1:52.4,0.0,**,13-13-13-13,35.3-40.5,38.8,507(-2),,,(ライアン),3500.0
9,2022/03/09,大井,晴,10,クラシックトライアル,,16,2,4,5.8,4.0,3,本田正重,56,ダ1800,良,**,1:54.8,0.3,**,9-8-8-7,37.2-38.9,38.2,509(+6),,,クライオジェニック,87.5
10,2022/01/26,大井,晴,10,サルビア特別競走,,14,7,12,7.0,4.0,1,本田正重,56,ダ1700,良,**,1:49.4,-0.1,**,8-8-8-6,31.0-39.2,38.5,503(-2),,,(フィリオデルソル),350.0
11,2021/12/30,大井,晴,9,白鳥特別競走,,15,6,12,14.7,6.0,5,笹川翼,55,ダ1800,良,**,1:57.4,0.6,**,11-10-9-7,38.8-39.2,39.2,505(-1),,,マイブレイブ,35.0
12,2021/11/04,大井,晴,10,はくたか特別競走,,16,7,14,3.5,1.0,5,笹川翼,55,ダ1400,稍,**,1:29.7,1.3,**,10-8-7,36.8-38.8,39.2,506(-7),,,ロマンスロード,35.0
13,2021/10/08,大井,晴,3,2歳　新馬(新馬),,7,6,6,2.1,2.0,1,笹川翼,55,ダ1400,良,**,1:28.6,-0.8,**,3-3-3,36.8-39.1,38.9,513(0),,,(アエノジェネシス),290.0
