,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2007/11/21,浦和,晴,10,彩の国浦和記念(G2),,11,3.0,3,36.0,7.0,中,山田信大,58,ダ2000,良,**,,,**,,38.9-37.5,,506(-2),,,シーキングザダイヤ,
1,2007/10/31,大井,曇,11,JBCクラシック競走(G1),,16,4.0,8,134.0,9.0,14,坂井英光,57,ダ2000,良,**,2:08.1,3.3,**,16-16-14-13,36.6-37.6,40.1,508(+13),,,ヴァーミリアン,
2,2007/05/02,船橋,晴,10,かしわ記念(G1),,14,4.0,5,75.3,8.0,8,山田信大,57,ダ1600,稍,,1:40.1,2.7,,2-2-2-6,36.2-36.6,39.0,495(+3),,,ブルーコンコルド,
3,2007/03/07,船橋,晴,10,ダイオライト記念(G2),,14,7.0,12,6.2,3.0,7,御神本訓,56,ダ2400,重,,2:36.1,2.6,,6-11-13-12,36.3-39.2,40.1,492(-2),,,キクノアロー,
4,2007/02/21,大井,晴,11,金盃競走(G),,11,7.0,8,1.9,1.0,8,御神本訓,59,ダ2000,稍,,2:08.9,1.6,,7-7-8-11,36.2-38.4,39.2,494(-1),,,ボンネビルレコード,
5,2007/01/31,川崎,晴,10,川崎記念[指定交流](G1),,13,8.0,14,49.7,7.0,6,山田信大,57,ダ2100,良,,2:15.2,2.3,,5-5-3-5,30.0-38.9,40.0,495(+13),,,ヴァーミリアン,
6,2006/09/18,2札幌4,雨,11,エルムS(G3),,13,6.0,9,8.6,4.0,12,岩田康誠,59,ダ1700,良,**,1:44.6,1.6,**,7-6-4-11,29.6-36.3,37.6,482(0),,,ヒシアトラス,
7,2006/08/17,旭川,曇,11,ブリーダーズゴールド(G2),,12,8.0,12,3.4,2.0,2,藤田伸二,58,ダ2300,良,,2:31.6,0.6,,1-1-1-2,,41.3,482(-2),,,ハードクリスタル,1200.0
8,2006/05/21,2中京2,晴,11,東海S(G2),,13,8.0,13,13.6,4.0,4,池添謙一,59,ダ2300,良,**,2:24.3,0.7,**,1-1-1-1,30.4-37.4,38.1,484(-6),,,ハードクリスタル,830.0
9,2006/03/15,船橋,晴,10,ダイオライト記念(G2),,10,8.0,9,,3.0,2,藤田伸二,56,ダ2400,良,,2:36.2,1.3,,2-1-1-1,37.6-38.3,39.6,490(+4),,,ヴァーミリアン,1400.0
