,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2006/03/25,アラブ首,晴,2,ゴドルフィンマイル(G2),,10,,8,,,1,武豊,57.0,ダ1600,良,,1:35.8,-0.8,,,,,計不,,,(WIN RIVER WIN),
1,2006/02/19,1東京8,曇,11,フェブラリーS(G1),,16,2.0,3,37.4,11.0,3,安藤勝己,57.0,ダ1600,良,**,1:35.4,0.5,**,3-3,33.9-37.5,36.7,482(+5),,,カネヒキリ,2449.2
2,2005/12/29,大井,晴,10,東京大賞典(G1),,15,5.0,8,,6.0,5,安藤勝己,57.0,ダ2000,良,,2:04.7,1.6,,3-3-3-4,35.9-37.5,38.6,477(+1),,,アジュディミツオー,400.0
3,2005/11/26,5東京7,晴,11,ジャパンカップダート(G1),,16,2.0,4,30.1,8.0,8,安藤勝己,57.0,ダ2100,良,,2:09.4,1.4,,2-1-1-1,29.8-36.8,38.2,476(-4),,,カネヒキリ,
4,2005/11/03,名古屋,曇,11,JBCクラシック(G1),,12,1.0,1,,5.0,2,安藤勝己,57.0,ダ1900,良,,2:01.1,0.2,,3-5-5,,37.4,480(+5),,,タイムパラドックス,3500.0
5,2005/10/10,盛岡,曇,10,マイルチャンピオンシ(G1),,14,7.0,12,,3.0,1,安藤勝己,57.0,ダ1600,良,,1:36.7,-0.2,,1-1,,,475(0),,,(シーキングザダイヤ),6000.0
6,2005/06/29,大井,曇,9,帝王賞(G1),,13,2.0,2,,4.0,4,安藤勝己,57.0,ダ2000,重,,2:04.5,1.0,,3-3-4-8,35.0-38.3,38.9,475(-3),,,タイムパラドックス,700.0
7,2005/06/05,3東京6,晴,11,安田記念(G1),,18,7.0,14,54.4,14.0,14,安藤勝己,58.0,芝1600,良,,1:33.0,0.7,,3-4,33.9-34.9,35.3,478(-2),,,アサクサデンエン,
8,2005/05/03,名古屋,晴,10,かきつばた記念(G3),,12,8.0,11,,1.0,4,安藤勝己,59.0,ダ1400,良,,1:27.6,0.4,,4-3-9,,38.4,480(+10),,,ヨシノイチバンボシ,240.0
9,2005/03/27,3中山2,晴,11,マーチS(G3),,16,2.0,3,7.2,3.0,3,安藤勝己,59.0,ダ1800,良,,1:52.2,0.2,,2-2-2-1,36.0-38.0,38.1,470(0),,,クーリンガー,989.0
10,2005/02/20,1東京8,小雨,11,フェブラリーS(G1),,15,5.0,9,10.6,3.0,15,横山典弘,57.0,ダ1600,不,,1:37.3,2.6,,11-13,34.2-36.9,37.6,470(+1),,,メイショウボーラー,
11,2004/12/29,大井,雪,9,東京大賞典(G1),,14,7.0,11,,5.0,2,横山典弘,57.0,ダ2000,重,,2:03.2,0.6,,2-2-2-2,35.7-37.2,37.5,469(-1),,,アジュディミツオー,2800.0
12,2004/11/28,5東京8,晴,10,ジャパンカップダート(G1),,16,3.0,5,19.6,5.0,6,Ｍデムー,57.0,ダ2100,良,,2:09.6,0.9,,6-7-7-8,29.7-37.6,37.9,470(+1),,,タイムパラドックス,
13,2004/11/03,大井,晴,11,JBCクラシック(G1),,13,2.0,2,,5.0,4,横山典弘,57.0,ダ2000,稍,,2:03.3,0.9,,1-1-1-1,35.5-37.1,38.0,469(-5),,,アドマイヤドン,1000.0
14,2004/10/11,盛岡,曇,10,マイルチャンピオンシ(G1),,12,2.0,2,,2.0,1,横山典弘,57.0,ダ1600,稍,,1:35.9,-0.1,,1-1,,,474(0),,,(アドマイヤドン),6000.0
15,2004/07/18,2小倉2,晴,11,TV西日本北九州記念(G3),,13,8.0,13,3.3,1.0,5,安藤勝己,57.0,芝1800,良,,1:44.5,0.4,,3-3-4-6,34.7-35.1,35.1,474(+8),,,ダイタクバートラム,430.0
16,2004/06/06,3東京6,雨,11,安田記念(G1),,18,6.0,12,40.2,10.0,4,四位洋文,58.0,芝1600,稍,,1:32.9,0.3,,3-3,33.7-35.1,35.2,466(+2),,,ツルマルボーイ,1400.0
17,2004/04/04,3中山4,雨,11,ダービー卿チャレンジ(G3),,15,3.0,5,7.0,2.0,7,四位洋文,56.5,芝1600,良,,1:34.1,0.7,,3-7-8,34.2-36.5,36.7,464(+2),,,マイネルモルゲン,
18,2004/02/22,1東京8,晴,11,フェブラリーS(G1),,16,2.0,4,8.2,2.0,8,四位洋文,57.0,ダ1600,良,,1:37.5,0.7,,3-3,35.8-36.0,36.5,462(-10),,,アドマイヤドン,
19,2004/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),,16,5.0,10,12.5,6.0,3,四位洋文,56.0,芝1600,良,,1:33.3,0.0,,3-3,34.4-35.7,35.5,472(+6),,,マイソールサウンド,1109.1
20,2003/11/29,4東京7,雨,11,ジャパンカップダート(G1),,16,7.0,14,10.4,3.0,12,武豊,55.0,ダ2100,不,,2:12.3,3.1,,6-8-8-10,29.7-38.6,40.4,466(+2),,,フリートストリートダンサー,
21,2003/11/03,大井,雨,9,JBCクラシック(G1),,15,6.0,10,,2.0,10,武豊,55.0,ダ2000,良,,2:07.2,2.9,,3-3-4-8,36.1-38.2,40.4,464(-3),,,アドマイヤドン,
22,2003/09/23,盛岡,晴,10,ダービーグランプリ(G1),,14,8.0,13,,1.0,1,安藤勝己,56.0,ダ2000,良,,2:07.6,-0.7,,1-1-1-1,0.0-36.8,,467(+3),,,(ビッグウルフ),6000.0
23,2003/07/08,大井,曇,10,ジャパンダートダービ(G1),,13,7.0,10,,1.0,2,安藤勝己,56.0,ダ2000,重,,2:04.9,0.0,,2-2-2-2,35.8-38.2,38.0,464(-2),,,ビッグウルフ,2100.0
24,2003/06/07,2東京5,晴,11,ユニコーンS(G3),,16,7.0,14,1.8,1.0,1,安藤勝己,56.0,ダ1600,良,,1:35.8,-0.8,,4-2,33.5-37.9,36.9,466(+2),,,(ブイロッキー),4060.9
25,2003/05/11,1東京6,小雨,11,NHKマイルC(G1),,18,6.0,11,6.8,4.0,4,安藤勝己,57.0,芝1600,良,,1:34.6,0.4,,8-6,34.1-36.4,35.2,464(-2),,,ウインクリューガー,1400.0
26,2003/03/29,2阪神1,晴,11,毎日杯(G3),,13,3.0,3,15.2,5.0,2,武豊,57.0,芝2000,良,,2:00.1,0.2,,1-1-1-1,36.5-35.6,35.8,466(+6),,,タカラシャーディー,1714.2
27,2002/12/25,川崎,曇,10,全日本2歳優駿指定交(G1),,11,2.0,2,,1.0,1,河内洋,54.0,ダ1600,重,,1:42.4,-0.9,,1-1-1-1,37.2-38.8,38.8,460(-10),,,(エースインザレース),3500.0
28,2002/12/08,5阪神4,小雨,9,シクラメンS(OP),,7,4.0,4,1.1,1.0,1,小牧太,55.0,ダ1400,良,,1:24.5,-1.0,,1-1,35.5-37.1,37.1,470(-8),,,(サチノグローリ),1620.3
29,2002/11/17,5京都6,晴,4,2歳新馬,,15,6.0,10,4.2,2.0,1,安藤勝己,54.0,ダ1400,良,,1:25.8,-1.5,,5-3,34.9-38.4,37.5,478(-10),,,(エイシンアソザン),600.0
30,2002/11/03,5京都2,晴,5,2歳新馬,,17,5.0,10,4.1,2.0,5,武豊,54.0,芝1400,良,,1:24.5,1.3,,7-9,36.0-35.2,35.8,488(0),,,ヒューマ,60.0
