,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/09/14,川崎,晴,11,戸塚記念(G),,12,4,4,22.6,5,4,山崎誠士,56,ダ2100,良,**,2:18.9,2.3,**,4-4-4-4,31.2-38.6,40.4,472(-7),,,ヒーローコール,300.0
1,2023/08/16,大井,曇,10,黒潮盃競走(G),,14,5,7,10.7,4,4,藤田凌,56,ダ1800,不,**,1:53.3,1.2,**,7-6-5-6,37.8-37.2,37.9,479(+5),,,ヒーローコール,180.0
2,2023/07/12,大井,曇,11,ジャパンダートダービ(G1),,11,8,10,307.0,9,7,菅原涼太,57,ダ2000,良,**,2:07.0,2.4,**,8-8-8-9,34.9-39.4,40.4,474(+3),,,ミックファイア,
3,2023/06/08,大井,雨,11,若竹賞競走(OP),,14,4,5,2.4,2,1,菅原涼太,56,ダ1800,稍,**,1:55.0,-0.1,**,8-10-5-4,37.1-37.9,37.2,471(+4),,,(ゴールドラッドマン),340.0
4,2023/05/10,大井,晴,11,羽田盃競走(G),,16,2,4,112.2,12,6,菅原涼太,56,ダ1800,稍,**,1:52.9,2.0,**,11-12-13-12,36.0-37.2,37.5,467(-7),,,ミックファイア,
5,2023/03/07,大井,晴,11,クラシックトライアル,,15,4,6,9.8,5,2,菅原涼太,55,ダ1800,良,**,1:55.4,0.1,**,5-6-6-6,38.4-37.7,37.2,474(-1),,,ブルマリンシェール,136.0
6,2023/02/24,大井,曇,10,若獅子特別競走,,11,2,2,6.8,3,1,菅原涼太,55,ダ1600,良,**,1:42.8,-0.1,**,5-5-5-5,38.7-39.2,38.8,475(0),,,(ベンデュガ),270.0
7,2023/01/27,大井,曇,5,3歳　306万,,14,3,3,23.9,9,3,西啓太,56,ダ1600,良,**,1:43.1,0.8,**,7-6-7-7,38.3-38.7,38.7,475(+5),,,トワシュトラール,42.5
8,2022/12/30,大井,晴,9,白鳥特別競走,,9,8,8,24.4,6,4,西啓太,55,ダ1800,良,**,1:57.4,0.5,**,4-5-4-3,39.9-39.5,39.7,470(0),,,タイガーチャージ,45.0
9,2022/12/09,大井,曇,3,2歳　250万,,9,4,4,46.6,6,3,西啓太,55,ダ1600,重,**,1:43.0,1.1,**,7-6-6-6,38.0-38.6,39.4,470(+13),,,フジコチャン,52.5
10,2022/09/22,大井,曇,3,2歳　150万,,5,5,5,8.8,4,2,西啓太,54,ダ1600,重,**,1:44.3,0.0,**,2-1-1-2,41.0-37.3,37.3,457(+2),,,サベージ,84.0
11,2022/09/08,大井,曇,10,つばめ特別競走,,8,2,2,44.5,7,4,西啓太,54,ダ1600,良,**,1:44.9,0.6,**,6-6-3-3,38.7-39.6,40.1,455(0),,,サムイフレイバー,45.0
12,2022/08/16,大井,曇,7,はやぶさ特別競走,,8,1,1,30.8,5,4,西啓太,54,ダ1400,稍,**,1:30.4,0.7,**,5-3-4,38.9-37.6,38.1,455(-1),,,リベイクフルシティ,45.0
13,2022/07/28,大井,晴,4,2歳　81万円,,6,2,2,20.2,5,3,西啓太,54,ダ1600,稍,**,1:46.0,2.2,**,3-3-5-3,38.1-40.4,42.1,456(0),,,ウバリ,52.5
14,2022/06/27,大井,晴,4,2歳　新馬(新馬),,6,1,1,8.3,4,2,西啓太,54,ダ1400,良,**,1:31.5,0.9,**,1-1-1,37.0-40.5,41.4,456(0),,,シテイタイケツ,96.0
