,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/08/18,園田,曇,10,競馬ブック杯A2B1,,7,3,3,8.0,3,4,笹田知宏,57,ダ1700,稍,**,1:56.8,1.5,**,1-1-1-2,0.0-37.8,39.3,486(-24),,,メイプルプリン,30.0
1,2023/07/20,園田,晴,10,A1A2,,7,5,5,8.4,3,5,笹田知宏,55,ダ1400,良,**,1:32.8,1.0,**,1-1-1-1,0.0-37.8,38.8,510(+8),,,ハナブサ,27.0
2,2023/06/08,園田,雨,11,兵庫馬事畜産特別A2,,8,6,6,5.4,3,6,笹田知宏,57,ダ1400,稍,**,1:32.7,2.4,**,4-3-3-4,0.0-39.0,41.1,502(-7),,,ホテルカリホルニア,
3,2023/05/19,園田,曇,11,日刊ゲンダイ賞A2,,12,8,11,2.3,1,2,笹田知宏,56,ダ1400,不,**,1:30.8,0.2,**,3-3-2-2,0.0-41.5,40.8,509(+5),,,ザプラウドワンズ,80.0
4,2023/04/04,園田,晴,11,陽春特別A2,,9,2,2,1.6,1,6,笹田知宏,57,ダ1400,良,**,1:32.2,1.3,**,2-2-2-3,0.0-41.0,42.1,504(+4),,,ザプラウドワンズ,
5,2023/03/01,姫路,晴,11,ウェルネス都市加古川,,10,8,9,1.7,1,1,笹田知宏,54,ダ1500,良,**,1:37.8,-0.4,**,2-2-1-1,0.0-37.9,37.7,500(+5),,,(ディアタイザン),250.0
6,2023/01/26,笠松,晴,9,白銀争覇(G),,10,8,9,2.8,2,5,笹田知宏,57,ダ1400,良,**,1:29.7,1.1,**,2-1-2,0.0-40.0,41.1,495(+1),,,サンロアノーク,15.0
7,2022/12/22,園田,晴,8,A2B1,,5,4,4,1.1,1,1,笹田知宏,56,ダ1700,重,**,1:54.7,-0.8,**,1-1-1-1,0.0-38.6,38.6,494(-5),,,(シーニッククルーズ),180.0
8,2022/11/30,園田,曇,10,B1,,10,5,5,1.3,1,1,笹田知宏,56,ダ1400,重,**,1:29.6,-1.2,**,1-1-1-1,0.0-37.3,37.3,499(+5),,,(ニネンビーグミ),150.0
9,2022/11/02,園田,晴,11,楠賞(G),,12,8,11,16.7,7,5,廣瀬航,56,ダ1400,良,**,1:30.3,0.7,**,1-1-1-1,0.0-38.8,39.5,494(+4),,,エコロクラージュ,200.0
10,2022/09/27,名古屋,晴,11,秋の鞍(G),,11,7,9,6.8,3,8,笹田知宏,56,ダ1500,良,**,1:37.6,2.5,**,4-3-5,0.0-40.2,42.5,490(-5),,,アンティキティラ,
11,2022/09/08,園田,曇,11,園田オータムトロフィ(G),,10,8,9,1.9,1,6,笹田知宏,56,ダ1700,良,**,1:53.2,1.1,**,2-2-2-2,0.0-38.8,39.8,495(+7),,,エコロクラージュ,
12,2022/07/13,大井,曇,11,ジャパンダートダービ(G1),,14,7,11,146.9,13,13,笹田知宏,56,ダ2000,不,**,2:10.7,6.1,**,4-4-7-13,35.5-38.4,43.9,488(-6),,,ノットゥルノ,
13,2022/06/09,園田,晴,11,兵庫ダービー(G),,12,5,5,3.3,1,1,笹田知宏,56,ダ1870,良,**,2:04.8,-0.7,**,2-2-2-1,0.0-40.1,40.0,494(-5),,,(ニフティスマイル),2000.0
14,2022/05/04,園田,晴,8,兵庫チャンピオンシッ(G2),,12,6,8,126.7,7,10,笹田知宏,56,ダ1870,良,**,2:06.5,5.1,**,1-1-5-5,0.0-38.5,43.6,499(-1),,,ブリッツファング,
15,2022/04/07,園田,晴,11,菊水賞(G),,12,5,6,1.2,1,3,笹田知宏,56,ダ1700,良,**,1:52.8,0.6,**,3-4-2-1,0.0-39.5,40.0,500(-4),,,ベルレフォーン,250.0
16,2022/03/10,園田,晴,10,兵庫ユースC(G),,12,5,5,1.4,1,1,笹田知宏,55,ダ1400,良,**,1:29.9,-1.0,**,1-1-1-1,0.0-37.8,37.8,504(+19),,,(ウインドケーヴ),500.0
